Theta,Power
356.47,2.54e-05
357.4643,2.61e-05
358.463,2.74e-05
359.66,2.92e-05
1.939,3.17e-05
3.5679999999999996,3.5e-05
5.196,3.67e-05
7.5657,4.05e-05
9.1884,4.45e-05
10.9153,4.85e-05
13.4574,5.28e-05
15.189,5.7e-05
17.594,6.14e-05
19.304,6.59e-05
20.9005,7.05e-05
22.585,7.51e-05
24.98,7.97e-05
26.8193,8.42e-05
29.308,8.87e-05
30.934600000000003,9.32e-05
33.412,9.75e-05
35.0557,0.0001019
36.7665,0.0001061
39.193,0.0001101
40.814,0.0001139
42.529,0.0001175
45.012,0.000121
46.64,0.0001242
49.1953,0.0001272
50.822,0.00013
52.538,0.0001325
55.0,0.0001348
56.6327,0.0001367
58.3424,0.0001383
60.902,0.0001396
62.518699999999995,0.0001405
64.081,0.0001409
66.564,0.0001414
68.2484,0.0001416
70.715,0.0001414
72.348,0.0001409
74.759,0.00014
76.418,0.0001389
78.144,0.0001372
80.7174,0.0001354
82.4416,0.0001335
84.044,0.0001311
86.565,0.0001286
88.294,0.0001257
90.6713,0.0001241
92.42,0.000121
94.1553,0.0001175
96.724,0.0001139
98.3316,0.0001102
99.971,0.0001062
102.4433,0.0001022
104.1587,9.79e-05
105.913,9.36e-05
108.4574,8.91e-05
110.178,8.46e-05
111.802,8.02e-05
114.284,7.56e-05
115.9114,7.11e-05
118.303,6.66e-05
120.008,6.22e-05
121.6505,5.78e-05
124.11240000000001,5.34e-05
125.86330000000001,4.92e-05
128.2653,4.51e-05
129.7843,4.11e-05
132.2686,3.74e-05
134.074,3.38e-05
135.769,3.04e-05
137.4623,2.73e-05
140.0185,2.43e-05
141.641,2.16e-05
144.1334,1.92e-05
145.735,1.71e-05
147.4517,1.52e-05
149.928,1.37e-05
151.6384,1.24e-05
153.313,1.15e-05
155.8715,1.09e-05
157.6374,1.06e-05
159.3836,1.06e-05
161.8966,1.09e-05
163.6063,1.16e-05
165.322,1.26e-05
167.739,1.39e-05
169.498,1.55e-05
171.8734,1.74e-05
173.5076,1.96e-05
175.2183,2.21e-05
177.761,2.49e-05
179.4874,2.8e-05
181.8727,3.12e-05
183.551,3.47e-05
185.189,3.84e-05
187.626,4.03e-05
189.2834,4.42e-05
190.988,4.83e-05
193.558,5.25e-05
195.224,5.69e-05
196.989,6.13e-05
199.4833,6.59e-05
201.0857,7.05e-05
202.7115,7.5e-05
205.279,7.96e-05
206.8987,8.43e-05
209.4127,8.88e-05
211.113,9.32e-05
212.847,9.77e-05
215.279,0.0001021
216.9897,0.0001064
218.6426,0.0001103
221.146,0.0001141
222.8553,0.0001178
225.349,0.0001211
227.0066,0.0001243
228.707,0.0001273
231.25,0.00013
232.8994,0.0001325
234.614,0.0001347
237.1033,0.0001367
238.859,0.0001384
240.5685,0.0001398
243.0555,0.0001409
244.76,0.0001417
246.382,0.0001421
248.973,0.0001421
250.6887,0.0001418
252.40300000000002,0.0001413
254.94799999999998,0.0001405
256.678,0.0001393
258.331,0.0001378
260.89,0.000136
262.5185,0.0001341
264.227,0.0001317
266.8604,0.0001291
268.486,0.0001261
270.192,0.000123
272.649,0.0001197
274.2717,0.0001163
276.827,0.0001126
278.587,0.0001087
280.2983,0.0001047
282.7337,0.0001006
284.362,9.63e-05
286.101,9.42e-05
288.5806,8.98e-05
290.2736,8.3e-05
292.711,8.07e-05
294.431,7.61e-05
296.054,7.15e-05
298.521,6.69e-05
300.3234,6.24e-05
302.0123,5.8e-05
304.5685,5.36e-05
306.181,4.93e-05
308.5807,4.52e-05
310.2034,4.13e-05
311.8256,3.76e-05
314.4063,3.4e-05
316.0243,3.05e-05
317.784,2.73e-05
320.375,2.44e-05
322.0796,2.17e-05
323.7273,1.93e-05
326.1757,1.71e-05
327.8994,1.53e-05
329.6044,1.37e-05
332.153,1.25e-05
333.777,1.16e-05
335.482,1.09e-05
337.953,1.06e-05
339.6375,1.07e-05
342.125,1.1e-05
343.7013,1.17e-05
345.417,1.27e-05
347.752,1.4e-05
349.3847,1.56e-05
351.8195,1.75e-05
353.1974,1.95e-05
354.277,2.14e-05
355.377,2.3e-05
355.817,2.42e-05
355.9953,2.5e-05
