Theta,Power
theta,W
-,Q-plate_1.6V
0.59,0.0019
1.2466,0.0018
2.7406,0.0018
4.006,0.0017
6.344,0.0016
7.972,0.0016
9.691,0.0017
12.21,0.0019
13.9307,0.0021
16.51,0.0024
18.1336,0.0028
19.8636,0.0032
22.449,0.0037
24.056,0.0043
26.545,0.0049
28.208,0.0056
29.7337,0.0063
32.2935,0.0071
33.9204,0.0079
35.6056,0.0088
37.35,0.0097
39.7204,0.0107
41.3483,0.0117
43.8363,0.0127
45.5304,0.0137
48.1204,0.0148
49.8265,0.0158
51.5153,0.0169
53.152,0.0179
55.702,0.019
57.453,0.0201
59.077,0.0211
61.5287,0.0221
63.2326,0.0231
65.71,0.024
67.344,0.0249
69.0733,0.0258
71.6894,0.0267
73.302,0.0275
75.026,0.0282
77.512,0.0286
79.2195,0.0292
81.702,0.0298
83.417,0.0303
85.065,0.0308
87.512,0.0312
89.2125,0.0315
90.8367,0.0318
93.338,0.032
94.9557,0.0321
97.53,0.0321
99.282,0.0321
100.9136,0.032
103.433,0.0318
105.139,0.0315
106.848,0.0312
108.583,0.0308
111.076,0.0303
112.6945,0.0298
115.0694,0.0292
116.708,0.0285
119.1847,0.0278
120.889,0.027
122.6083,0.0262
125.194,0.0253
126.94,0.0244
128.578,0.0235
131.072,0.0225
132.7253,0.0215
135.187,0.0205
136.9323,0.0194
138.6686,0.0184
140.321,0.0173
142.922,0.0162
144.5744,0.0152
146.2815,0.0141
148.5636,0.0131
151.031,0.012
152.6696,0.011
154.379,0.0101
156.0723,0.0092
158.561,0.0083
160.1945,0.0074
162.6767,0.0066
164.396,0.0058
166.845,0.0051
168.543,0.0045
170.1703,0.0042
172.669,0.0036
174.3846,0.0029
176.0214,0.0025
178.617,0.0022
180.2805,0.0019
182.7534,0.0018
184.464,0.0017
186.2926,0.0016
187.807,0.0016
190.2886,0.0017
192.0494,0.0019
193.797,0.0021
196.273,0.0024
197.922,0.0027
200.472,0.0032
202.16,0.0037
203.9177,0.0042
206.409,0.0049
208.1336,0.0055
209.794,0.0063
212.2854,0.007
213.995,0.0079
215.6345,0.0087
218.0183,0.0097
219.78,0.0106
221.4033,0.0116
223.7886,0.0126
225.401,0.0136
227.96,0.0146
229.5887,0.0157
232.1475,0.0167
233.7717,0.0178
235.4153,0.0188
237.9793,0.0199
239.7807,0.0209
241.414,0.0219
243.958,0.0229
245.586,0.0238
248.14,0.0247
249.7945,0.0256
251.514,0.0264
253.9896,0.0272
255.624,0.0279
257.3194,0.0286
259.014,0.0292
261.507,0.0298
263.14,0.0302
265.5256,0.0307
267.133,0.031
269.641,0.0313
271.2626,0.0315
272.9733,0.0317
275.4967,0.0317
277.104,0.0317
279.6996,0.0317
281.322,0.0316
283.0325,0.0314
285.5105,0.0312
287.128,0.0308
288.8883,0.0304
291.3825,0.03
293.0057,0.0294
295.4004,0.0288
297.1205,0.0282
298.758,0.0275
301.23,0.0267
302.9404,0.0259
305.331,0.0251
306.996,0.0242
309.288,0.0232
311.034,0.0223
312.856,0.0213
314.5555,0.0203
317.099,0.0193
318.846,0.0182
320.484,0.0172
323.0285,0.0161
324.6606,0.0151
327.066,0.014
328.7374,0.013
330.359,0.012
332.8517,0.011
334.479,0.01
337.0436,0.0091
338.6715,0.0082
341.144,0.0074
342.85,0.0066
344.478,0.0058
346.1146,0.0051
348.598,0.0045
350.329,0.0039
352.867,0.0034
354.502,0.0029
356.0836,0.0025
357.938,0.0023
358.9003,0.0021
359.535,0.002
359.893,0.002
0.0177,0.0019
