Position,Power
0.463,0.0158
1.083,0.0158
2.547,0.0159
3.686,0.016
5.314,0.016
7.962,0.0161
9.59,0.016
11.3146,0.016
13.306,0.0159
15.824,0.0157
17.4475,0.0156
20.11,0.0153
21.7483,0.0151
23.488,0.0148
25.192,0.0145
27.8234,0.0142
29.446,0.0138
31.1714,0.0136
33.8704,0.0132
35.675,0.0125
37.468,0.0122
39.1834,0.0117
41.701,0.0112
43.34,0.0107
45.012,0.0102
47.5115,0.0096
49.3243,0.0091
51.0137,0.0085
52.636,0.008
54.4846,0.0074
57.1357,0.0068
58.8563,0.0063
60.4436,0.0057
62.931,0.0052
64.7173,0.0049
66.413,0.0044
68.074,0.0039
69.667,0.0035
72.4364,0.003
73.583,0.0026
76.118,0.0022
77.807,0.0018
79.4497,0.0015
82.1695,0.0012
83.73,0.0009
86.181,0.0007
88.0643,0.0004
89.739,0.0003
91.326,0.0001
93.805,0.0001
96.1695,0.0
97.792,0.0
99.307,0.0
101.8096,0.0001
103.448,0.0001
105.9724,0.0003
107.605,0.0005
110.0726,0.0007
111.808,0.0009
113.4305,0.0012
115.893,0.0015
117.5266,0.0018
119.927,0.0022
121.5393,0.0026
123.188,0.003
124.99,0.0032
127.611,0.0037
128.436,0.0042
131.067,0.0047
132.7914,0.0052
134.43,0.0057
136.195,0.0063
138.674,0.0068
140.383,0.0074
142.8813,0.008
144.5405,0.0082
146.285,0.0088
147.923,0.0094
150.4176,0.0099
152.0403,0.0104
153.661,0.011
156.39,0.0115
158.008,0.012
159.7496,0.0125
162.3397,0.0129
163.998,0.0134
165.6757,0.0138
168.1334,0.0141
170.524,0.0145
172.2863,0.0148
173.9147,0.0151
175.5353,0.0153
178.035,0.0155
179.6674,0.0157
181.463,0.0158
183.1274,0.0159
184.833,0.016
186.644,0.016
188.441,0.016
191.2826,0.0159
193.1053,0.0158
194.7733,0.0157
196.4174,0.0155
199.027,0.0153
200.767,0.0151
202.3403,0.0149
204.0454,0.0147
205.8827,0.0144
207.5606,0.0141
210.263,0.0137
211.8505,0.0133
213.5247,0.0129
215.9257,0.0125
217.594,0.012
219.1513,0.0115
221.819,0.011
223.5334,0.0104
225.299,0.0099
227.821,0.0093
229.5173,0.009
231.2223,0.0085
233.6644,0.0076
235.199,0.0074
237.6214,0.0068
239.315,0.0062
240.974,0.0057
242.597,0.0052
245.279,0.0047
246.0886,0.0042
248.756,0.0037
250.515,0.0032
252.169,0.003
253.812,0.0026
256.434,0.0022
258.148,0.0018
259.873,0.0015
262.489,0.0012
264.163,0.0009
265.827,0.0007
267.5015,0.0005
270.2343,0.0003
271.8674,0.0002
273.496,0.0001
276.1275,0.0
277.806,0.0
280.251,0.0
281.927,0.0
283.606,0.0001
286.1185,0.0003
287.6245,0.0004
289.2623,0.0007
291.925,0.0009
293.5376,0.0012
296.101,0.0015
297.735,0.0018
299.4293,0.0022
301.06,0.0026
303.836,0.003
305.4747,0.0034
307.86,0.0039
309.5854,0.0044
311.2596,0.0049
313.757,0.0054
315.477,0.006
317.1217,0.0065
319.7565,0.0071
321.39,0.0076
323.7875,0.0082
325.4143,0.0088
327.1897,0.0093
328.92,0.0096
331.4686,0.0101
333.129,0.0107
335.738,0.0112
337.4885,0.0117
339.1185,0.0122
340.7505,0.0127
342.4024,0.0131
344.963,0.0135
346.6324,0.0139
348.2457,0.0143
350.098,0.0145
352.57,0.0148
354.4515,0.0151
355.9633,0.0153
357.2093,0.0155
358.301,0.0156
359.0873,0.0157
359.8176,0.0157
359.995,0.0158
0.001,0.0158
