Position,Power
0.5246,0.0158
1.197,0.0159
2.141,0.0159
3.461,0.016
5.6995,0.0161
7.47,0.0161
9.1554,0.0161
10.829,0.016
13.3624,0.0159
15.073,0.0158
16.731,0.0157
19.485,0.0155
21.0977,0.0152
22.6136,0.015
25.167,0.0147
26.831,0.0144
29.349,0.014
30.957,0.0136
32.6926,0.0132
35.2107,0.0128
36.9366,0.0123
38.559,0.0118
41.2723,0.0113
42.9,0.0108
45.3074,0.0102
46.9327,0.0097
48.4544,0.0091
50.4084,0.0086
53.08,0.008
54.7045,0.0075
57.197,0.0069
59.0303,0.0063
60.736,0.0058
62.359,0.0052
65.118,0.0047
66.7354,0.0042
69.1764,0.0037
70.932,0.0033
72.678,0.0028
74.418,0.0024
76.8294,0.002
78.5506,0.0017
80.1525,0.0013
82.5935,0.001
84.196,0.0009
86.694,0.0007
88.333,0.0005
89.971,0.0003
91.7114,0.0002
93.672,0.0001
96.1903,0.0
97.802,0.0
99.5285,0.0
101.1506,0.0
102.7483,0.0001
105.431,0.0003
107.052,0.0004
109.6647,0.0006
111.297,0.0009
112.95,0.001
115.5257,0.0013
117.0797,0.0016
119.7114,0.002
121.3445,0.0024
123.1735,0.0028
124.8056,0.0032
127.3097,0.0037
129.0027,0.0042
131.5433,0.0047
133.2827,0.0052
134.9314,0.0057
137.449,0.0063
139.294,0.0068
140.9117,0.0074
142.548,0.0079
145.053,0.0085
146.91,0.009
148.552,0.0096
151.164,0.0101
152.9103,0.0107
154.594,0.0112
157.0517,0.0117
158.679,0.0122
160.4706,0.0127
162.181,0.0129
163.921,0.0133
165.596,0.0137
168.0683,0.0141
169.66,0.0145
172.2243,0.0148
173.882,0.0151
175.5833,0.0153
178.0244,0.0155
179.9033,0.0157
181.6797,0.0159
184.193,0.0159
185.9383,0.016
187.5777,0.016
189.2863,0.016
191.7134,0.0159
193.3913,0.0158
196.0084,0.0157
197.7437,0.0155
199.6466,0.0153
201.3016,0.015
203.6557,0.0148
205.2836,0.0145
207.0204,0.0141
209.508,0.0138
211.877,0.0134
212.912,0.0132
215.4303,0.0127
217.8203,0.012
219.52,0.0118
221.1485,0.011
223.636,0.0105
225.279,0.0099
226.8965,0.0094
229.3944,0.0088
231.0395,0.0082
233.623,0.008
235.2616,0.0074
236.8786,0.0068
239.151,0.0063
240.8876,0.0057
242.643,0.0052
245.238,0.0047
246.134,0.0042
248.5146,0.0037
250.27,0.0035
251.8824,0.0031
253.5114,0.0026
256.142,0.0022
257.7955,0.0019
259.496,0.0015
261.149,0.0012
263.7737,0.0009
266.263,0.0007
267.89,0.0005
269.6206,0.0003
271.2746,0.0002
273.7115,0.0001
275.375,0.0
277.766,0.0
279.388,0.0
281.1175,0.0
283.75,0.0001
285.3767,0.0003
287.861,0.0004
289.6316,0.0005
291.3606,0.0009
293.116,0.0012
294.817,0.0015
297.3716,0.0018
299.112,0.0022
300.7556,0.0026
303.2284,0.003
304.8605,0.0034
307.4865,0.0037
309.119,0.0044
311.6133,0.0049
313.364,0.0051
315.0114,0.0057
317.4545,0.0062
319.133,0.0068
320.689,0.0073
323.346,0.0079
324.999,0.0084
326.7287,0.009
329.3505,0.0096
331.004,0.0101
332.7136,0.0107
335.3256,0.0112
337.13,0.0117
338.7965,0.0122
341.1506,0.0127
342.834,0.0131
345.179,0.0135
346.8835,0.0139
348.641,0.0143
350.268,0.0146
352.914,0.0149
354.554,0.0152
356.665,0.0154
357.796,0.0156
359.023,0.0157
359.56,0.0157
359.983,0.0158
0.002,0.0158
