Position,Power
0.455,0.0158
1.495,0.0158
2.454,0.0159
3.7387,0.016
5.201,0.016
7.7165,0.016
9.605,0.016
11.3047,0.016
13.7864,0.0159
15.471,0.0158
17.124,0.0156
18.839,0.0154
21.382,0.0152
23.044,0.0149
25.582,0.0146
27.22,0.0143
29.6816,0.014
31.3413,0.0136
32.594,0.0131
35.092,0.0127
36.8433,0.0122
38.4973,0.0117
40.16,0.0114
42.803,0.0107
44.308,0.0102
46.781,0.0099
48.562,0.0093
50.348,0.0088
52.0566,0.0082
54.6227,0.0077
56.2975,0.0071
58.083,0.0065
59.727,0.006
62.133,0.0054
63.8484,0.0049
65.4747,0.0044
67.963,0.0039
69.5807,0.0034
71.172,0.0032
72.919,0.0028
74.709,0.0024
76.461,0.002
78.233,0.0016
80.878,0.0013
82.4956,0.001
84.145,0.0009
85.94,0.0005
88.547,0.0004
90.1595,0.0002
93.037,0.0001
94.8427,0.0
96.471,0.0
98.0787,0.0
100.612,0.0
102.2357,0.0001
104.816,0.0002
106.505,0.0003
108.1337,0.0005
110.698,0.0007
112.4184,0.0009
114.906,0.0012
116.615,0.0015
119.01,0.002
120.844,0.0024
122.676,0.0026
124.3143,0.003
125.931,0.0035
128.553,0.004
130.334,0.0045
132.09,0.005
134.2813,0.0055
135.9545,0.006
138.4774,0.0066
140.1063,0.0071
141.78,0.0077
144.2946,0.0082
145.9314,0.0088
148.385,0.0094
150.0077,0.0099
151.7585,0.0104
153.538,0.011
155.929,0.0115
157.6143,0.012
159.325,0.0125
162.108,0.0129
163.737,0.0134
165.355,0.0138
168.057,0.0141
169.684,0.0145
172.0785,0.0148
173.6574,0.0151
175.413,0.0153
178.0395,0.0155
179.7434,0.0157
181.367,0.0158
183.121,0.0159
185.7445,0.016
187.4845,0.016
189.163,0.016
191.9837,0.0159
193.662,0.0158
195.271,0.0156
197.1024,0.0154
199.622,0.0153
201.239,0.0151
203.655,0.0148
205.3966,0.0146
207.0126,0.0142
209.492,0.0139
211.133,0.0135
212.88,0.0131
215.567,0.0127
217.153,0.0122
218.7986,0.0117
221.3835,0.0112
223.015,0.0107
224.6174,0.0101
227.275,0.0096
228.882,0.009
231.518,0.0085
233.224,0.0079
234.9225,0.0073
237.365,0.0068
239.331,0.0062
241.015,0.0057
242.642,0.0052
245.2786,0.0047
246.9164,0.0041
248.6016,0.0037
251.3406,0.0032
253.0404,0.0028
254.785,0.0024
256.4197,0.002
258.128,0.0016
260.6304,0.0013
262.2427,0.0012
264.7364,0.0009
266.3903,0.0007
268.013,0.0005
269.635,0.0003
271.2985,0.0001
273.9417,0.0001
275.5436,0.0
277.288,0.0
279.9293,0.0
281.552,0.0001
283.1247,0.0001
285.796,0.0003
287.5484,0.0004
289.9536,0.0007
291.58,0.0009
294.09,0.0012
295.7427,0.0015
297.4065,0.0017
299.1126,0.002
300.744,0.0024
303.298,0.0028
305.003,0.0032
306.7546,0.0037
308.316,0.0042
310.958,0.0047
312.728,0.0052
314.433,0.0057
316.9044,0.0063
318.554,0.0068
320.233,0.0074
321.886,0.0076
324.4267,0.0082
326.1145,0.0088
327.6705,0.0093
330.1486,0.0099
331.847,0.0104
333.5336,0.011
336.219,0.0115
337.8484,0.012
340.254,0.0124
342.096,0.0129
343.7084,0.0133
346.2375,0.0137
347.8394,0.0141
350.4716,0.0145
352.192,0.0148
353.8295,0.0151
355.4304,0.0153
357.458,0.0155
358.428,0.0156
359.4806,0.0157
359.8755,0.0157
0.001,0.0158
