Position,Power
0.6293,0.0158
1.333,0.0158
2.2733,0.0159
4.2346,0.0159
5.766,0.016
7.394,0.016
9.0267,0.016
10.71,0.016
13.347,0.0159
14.98,0.0158
16.721,0.0157
19.2437,0.0155
20.084,0.0153
22.8746,0.015
24.61,0.0147
26.235,0.0144
28.759,0.014
30.4093,0.0137
32.9275,0.0133
34.6726,0.0128
36.301,0.0123
37.9336,0.0118
40.617,0.0113
42.248,0.0108
43.872,0.0103
46.34,0.01
47.875,0.0095
50.6037,0.0086
52.247,0.0081
53.976,0.0075
56.6304,0.007
58.236,0.0064
59.8534,0.0061
62.393,0.0056
64.1114,0.0048
65.7305,0.0045
67.492,0.004
69.8573,0.0036
71.6024,0.0031
73.2517,0.0027
75.0624,0.0023
77.649,0.0019
79.2924,0.0015
80.982,0.0012
82.599,0.0011
84.344,0.0008
86.929,0.0006
88.588,0.0004
90.242,0.0002
92.1094,0.0002
93.8555,0.0001
95.4267,0.0
98.166,0.0
99.839,0.0
101.4773,0.0
103.228,0.0001
105.8494,0.0002
107.406,0.0004
110.093,0.0006
112.003,0.0008
113.7165,0.0011
115.345,0.0014
117.946,0.0018
119.5744,0.0021
122.0926,0.0025
123.705,0.0029
125.358,0.0034
127.099,0.0038
129.7096,0.0043
131.445,0.0048
133.1243,0.0054
135.048,0.0059
137.3475,0.0064
138.8926,0.007
141.335,0.0076
143.04,0.0081
145.584,0.0087
147.3285,0.0092
148.9366,0.0098
151.406,0.0103
153.0687,0.0108
154.8185,0.0111
156.5396,0.0116
158.284,0.0121
160.93,0.0126
162.585,0.013
164.259,0.0135
165.9273,0.0139
167.709,0.0142
170.3047,0.0144
171.928,0.0147
174.388,0.0151
176.192,0.0154
177.8155,0.0155
179.452,0.0157
182.1236,0.0158
183.85,0.0159
185.477,0.0159
187.1,0.016
189.6604,0.016
191.3086,0.0159
192.9344,0.0158
194.7884,0.0157
197.204,0.0155
198.8173,0.0154
200.482,0.0152
203.042,0.0149
204.663,0.0146
207.0287,0.0143
208.872,0.014
210.48,0.0136
213.0746,0.0132
214.682,0.0128
217.0514,0.0123
218.685,0.0118
220.364,0.0113
222.1143,0.0108
224.7216,0.0102
226.4714,0.0097
228.17,0.0092
230.603,0.0086
232.2454,0.008
234.632,0.0075
236.2576,0.0069
237.923,0.0063
240.4006,0.0058
242.0483,0.0053
244.6545,0.0048
246.272,0.0043
248.013,0.004
249.692,0.0035
252.0616,0.0031
253.586,0.0027
255.2205,0.0023
257.7335,0.0019
259.4536,0.0016
261.1284,0.0013
262.7865,0.001
264.4707,0.0007
267.0144,0.0005
269.405,0.0003
271.1464,0.0002
272.804,0.0001
274.4054,0.0
276.8944,0.0
278.4457,0.0
280.079,0.0
281.8593,0.0001
284.461,0.0002
286.2727,0.0003
287.87,0.0004
289.4967,0.0006
291.152,0.0008
292.983,0.0011
295.533,0.0014
297.161,0.0017
298.7995,0.0021
301.3786,0.0025
303.263,0.0029
304.9017,0.0031
306.564,0.0036
308.2434,0.0041
310.21,0.0046
312.6364,0.0051
314.269,0.0056
316.6596,0.0061
318.2573,0.0067
319.931,0.0069
321.57,0.0075
323.141,0.0081
325.0507,0.0086
327.8294,0.0092
329.7396,0.0097
331.485,0.0103
333.118,0.0108
334.863,0.0113
337.4786,0.0119
339.2404,0.0123
340.8625,0.0128
343.597,0.0132
345.357,0.0136
347.0684,0.014
349.5136,0.0144
351.2494,0.0147
352.791,0.015
355.432,0.0152
356.926,0.0154
358.043,0.0156
358.931,0.0157
359.7556,0.0157
359.9796,0.0157
0.001,0.0158
