Position,Power
0.662,0.0159
1.3273,0.0159
2.2963,0.016
3.5194,0.0161
5.8615,0.0161
7.4644,0.0162
9.9836,0.0162
11.643,0.0161
13.2655,0.016
15.8347,0.0159
17.458,0.0157
19.0655,0.0155
20.8424,0.0152
23.457,0.0149
25.0687,0.0146
26.7144,0.0143
29.185,0.014
30.9516,0.0136
33.336,0.0131
34.966,0.0129
37.484,0.0124
39.1797,0.0119
40.78,0.0114
42.5163,0.0109
44.3296,0.0103
46.9035,0.0098
48.593,0.0092
50.2703,0.0087
52.6833,0.0081
54.3315,0.0076
55.949,0.007
58.5854,0.0064
60.2024,0.0062
61.891,0.0056
63.5207,0.0051
65.2757,0.0045
68.198,0.0041
69.8724,0.0036
71.383,0.0031
73.993,0.0027
75.637,0.0023
77.495,0.0019
79.8956,0.0015
81.504,0.0012
83.2546,0.0009
85.686,0.0007
87.236,0.0005
89.6907,0.0003
91.4197,0.0002
93.0715,0.0001
95.6835,0.0
97.219,0.0
98.7955,0.0
101.514,0.0
103.223,0.0001
104.857,0.0002
107.366,0.0004
108.993,0.0006
110.745,0.0007
113.3696,0.0011
115.009,0.0014
116.7525,0.0018
119.481,0.0021
121.157,0.0025
122.902,0.003
125.256,0.0034
126.8533,0.0036
128.482,0.0041
131.191,0.0046
133.1035,0.0051
134.734,0.0057
136.478,0.0062
139.1093,0.0068
140.7377,0.0073
142.6615,0.0079
144.3363,0.0084
146.8586,0.009
148.528,0.0096
150.1973,0.0101
151.947,0.0104
153.551,0.0109
156.135,0.0115
157.9107,0.012
159.556,0.0125
162.1646,0.0129
163.9566,0.0134
165.7325,0.0138
167.3927,0.0141
169.958,0.0145
171.661,0.0148
173.299,0.0151
175.793,0.0153
177.4664,0.0156
179.924,0.0158
181.6026,0.0159
183.5853,0.016
185.2116,0.0161
187.731,0.0161
189.421,0.0161
191.058,0.016
193.5246,0.0159
195.1843,0.0158
196.8174,0.0157
198.3985,0.0155
200.8656,0.0152
202.382,0.015
204.092,0.0147
206.697,0.0144
208.401,0.0141
210.0183,0.0137
211.724,0.0133
214.4525,0.0129
216.136,0.0124
217.688,0.0119
220.396,0.0114
222.141,0.0108
223.7943,0.0106
225.391,0.01
227.9097,0.0095
229.5683,0.0089
231.3103,0.0083
233.849,0.0078
235.564,0.0072
237.182,0.0067
238.84,0.0061
241.2757,0.0056
242.878,0.0051
245.504,0.0045
247.3784,0.004
249.089,0.0036
250.633,0.0031
253.2186,0.0027
254.846,0.0025
257.423,0.0021
259.229,0.0016
260.8565,0.0014
262.484,0.0011
264.061,0.0008
266.62,0.0006
268.285,0.0004
270.864,0.0002
272.784,0.0001
274.4126,0.0
276.0353,0.0
277.679,0.0
280.2945,0.0
281.925,0.0
283.668,0.0001
285.3626,0.0002
287.8454,0.0004
289.6056,0.0006
291.2637,0.0008
292.877,0.0011
295.4103,0.0014
297.1513,0.0018
299.5887,0.0021
301.298,0.0025
302.9206,0.0029
305.658,0.0034
307.415,0.0038
309.0535,0.0043
311.5993,0.0048
313.2053,0.0054
314.8275,0.0059
317.4076,0.0065
319.0767,0.007
321.637,0.0076
323.392,0.0081
325.126,0.0087
326.7865,0.0092
329.188,0.0098
331.0914,0.0104
332.6475,0.0109
335.2224,0.0112
336.891,0.0117
338.601,0.0122
341.0636,0.0127
342.6863,0.0131
345.1587,0.0135
346.782,0.0139
348.331,0.0143
350.8404,0.0146
352.5606,0.0149
354.2244,0.0152
356.4556,0.0154
357.7985,0.0156
358.757,0.0157
359.6546,0.0158
359.9416,0.0158
0.002,0.0158
