Position,Power
0.634,0.0158
1.303,0.0158
2.8636,0.0159
3.7033,0.016
5.9756,0.016
7.6645,0.0161
10.1014,0.016
11.9085,0.016
13.536,0.0159
15.1643,0.0157
16.914,0.0156
19.525,0.0154
21.158,0.0152
23.724,0.0148
25.396,0.0145
27.0405,0.0144
29.5534,0.0138
31.1975,0.0134
33.772,0.013
35.528,0.0128
37.2075,0.0123
38.83,0.0118
40.4534,0.0113
43.0226,0.0108
44.697,0.0102
46.3915,0.0097
48.075,0.0091
50.421,0.0086
52.038,0.0083
54.5195,0.0077
56.1376,0.0072
57.689,0.0066
60.402,0.0061
62.0454,0.0055
63.7614,0.005
66.3046,0.0045
67.928,0.004
69.591,0.0035
72.2947,0.003
73.9836,0.0026
75.616,0.0022
78.0276,0.0018
79.753,0.0015
82.1836,0.0012
83.847,0.0009
85.4185,0.0007
88.0654,0.0005
89.7553,0.0003
92.14,0.0002
93.768,0.0001
95.3865,0.0
98.0683,0.0
99.748,0.0
101.3856,0.0
103.065,0.0001
105.691,0.0003
107.3185,0.0004
109.797,0.0006
111.4276,0.0009
113.829,0.0011
115.4997,0.0015
117.229,0.0018
118.8826,0.002
120.6845,0.0023
123.2147,0.0028
124.763,0.0032
127.3805,0.0037
128.983,0.0041
130.616,0.0046
133.089,0.0052
134.751,0.0057
136.369,0.0062
138.115,0.0068
139.8605,0.0073
142.334,0.0079
143.916,0.0084
146.5055,0.0087
148.24,0.0096
149.9764,0.0098
151.6403,0.0104
154.1063,0.0109
155.654,0.0114
158.2483,0.0119
159.902,0.0124
162.395,0.0129
164.024,0.0133
165.692,0.0137
167.3864,0.0141
168.932,0.0144
171.579,0.0147
173.299,0.015
174.8915,0.0153
176.5553,0.0154
179.298,0.0156
180.917,0.0158
182.549,0.0159
185.1804,0.0159
186.808,0.016
189.24,0.016
191.1945,0.0159
192.7563,0.0158
194.4524,0.0157
196.98,0.0156
198.6126,0.0153
200.2363,0.0151
202.7045,0.0149
204.2855,0.0147
205.954,0.0143
208.3394,0.0141
210.029,0.0138
212.455,0.0132
214.1717,0.0127
216.5664,0.0123
218.28,0.012
219.908,0.0115
221.5773,0.011
223.253,0.0105
225.0685,0.0099
227.7055,0.0094
229.307,0.0088
230.929,0.0082
233.557,0.0077
235.1824,0.0071
236.8536,0.0066
239.4384,0.006
241.178,0.0055
242.812,0.005
245.52,0.0045
247.1326,0.004
248.789,0.0037
250.556,0.0033
253.177,0.0028
254.821,0.0024
257.328,0.002
259.0337,0.0017
260.6773,0.0014
263.2434,0.0011
264.9463,0.0008
266.627,0.0006
269.174,0.0004
270.798,0.0002
272.431,0.0001
274.0897,0.0
275.871,0.0
278.4624,0.0
280.2273,0.0
281.8583,0.0
283.483,0.0001
285.281,0.0003
287.291,0.0004
289.795,0.0006
291.4127,0.0009
293.0505,0.0011
295.8505,0.0014
297.4524,0.0018
299.7877,0.0021
301.3036,0.0025
303.009,0.003
305.766,0.0034
307.394,0.0039
309.0274,0.0044
311.649,0.0049
313.405,0.0054
315.032,0.0056
316.6544,0.0062
318.468,0.0067
321.16,0.0073
322.8696,0.0078
324.656,0.0084
326.2473,0.009
328.695,0.0095
330.4247,0.0101
332.049,0.0106
333.7055,0.0111
336.424,0.0114
338.1485,0.0119
339.686,0.0126
342.4024,0.013
344.0314,0.0133
346.3875,0.0137
348.285,0.0141
349.898,0.0144
351.5046,0.0147
353.145,0.015
354.7396,0.0153
357.0796,0.0155
358.1533,0.0156
358.969,0.0156
359.5546,0.0157
359.993,0.0157
0.0016,0.0158
