Position,Power
0.6256,0.0159
1.284,0.0159
2.472,0.016
4.302,0.0161
5.8636,0.0161
7.5207,0.0161
10.27,0.0161
11.8975,0.0161
13.541,0.016
16.275,0.0158
17.8315,0.0157
19.689,0.0155
21.3274,0.0152
24.134,0.0149
25.874,0.0146
28.1573,0.0143
29.779,0.0139
31.452,0.0135
34.2017,0.0131
35.7176,0.0124
38.4415,0.0121
39.368,0.0116
41.974,0.0111
43.602,0.0106
45.219,0.0101
47.9886,0.0095
49.6973,0.009
51.326,0.0084
53.824,0.0078
55.538,0.0073
57.1883,0.0067
59.762,0.0061
61.4307,0.0056
63.0493,0.0051
65.557,0.0046
67.2974,0.0041
68.981,0.0036
71.761,0.0031
73.4246,0.0027
75.2823,0.0023
77.019,0.0019
79.429,0.0015
81.7595,0.0012
83.386,0.001
85.086,0.0007
87.6054,0.0005
89.2276,0.0003
90.9685,0.0002
92.6485,0.0001
95.3037,0.0
97.2,0.0
98.841,0.0
101.4413,0.0
103.1666,0.0001
104.816,0.0002
106.561,0.0004
109.1667,0.0005
110.805,0.0007
112.5455,0.001
114.184,0.0013
117.02,0.0016
118.662,0.0019
120.214,0.0023
121.8415,0.0027
124.3,0.0032
125.927,0.0036
127.554,0.0039
130.003,0.0044
131.625,0.0049
133.273,0.0054
135.9087,0.0059
137.582,0.0065
140.0147,0.007
141.6634,0.0076
143.29,0.0081
145.923,0.0087
147.6473,0.0093
150.176,0.0098
151.877,0.0104
153.509,0.0109
155.13,0.0114
157.6403,0.0119
159.273,0.0124
160.983,0.0129
163.6347,0.0133
165.3173,0.0137
166.8686,0.0141
169.3477,0.0145
171.973,0.0148
173.643,0.0151
175.322,0.0153
176.945,0.0155
179.6215,0.0157
181.2734,0.0159
183.773,0.016
185.3804,0.016
186.962,0.0161
188.7133,0.016
191.375,0.016
193.095,0.0159
194.722,0.0157
197.3743,0.0155
198.9465,0.0153
201.465,0.0151
203.024,0.0148
204.701,0.0145
207.3725,0.0142
209.0254,0.014
210.6325,0.0137
213.16,0.0133
214.8166,0.0128
216.4576,0.0124
219.1305,0.0119
220.7943,0.0114
223.19,0.0108
225.181,0.01
227.1163,0.0097
228.7593,0.0092
230.5045,0.0086
232.917,0.0081
234.758,0.0075
236.365,0.0069
237.989,0.0064
240.657,0.0058
243.154,0.0053
244.0664,0.0048
246.912,0.0043
248.5505,0.0038
250.157,0.0033
252.031,0.0029
254.6063,0.0025
256.2384,0.0021
258.022,0.0017
259.9006,0.0014
262.6167,0.0011
264.261,0.0008
265.8835,0.0006
268.4683,0.0004
270.8547,0.0002
272.364,0.0001
273.981,0.0
275.764,0.0
278.451,0.0
280.0986,0.0
282.4845,0.0001
284.4093,0.0002
286.038,0.0003
287.6693,0.0005
290.4505,0.0007
292.078,0.001
293.839,0.0013
295.539,0.0014
297.309,0.0017
299.8523,0.0021
301.523,0.0025
303.228,0.0029
304.819,0.0034
307.404,0.0038
309.1394,0.0043
310.835,0.0048
312.534,0.0054
315.0937,0.0056
316.782,0.0062
318.472,0.0067
320.086,0.0073
322.819,0.0078
323.725,0.0084
326.376,0.0089
328.0706,0.0095
329.647,0.0101
332.416,0.0106
333.215,0.0109
335.845,0.0114
337.512,0.0119
339.118,0.0124
341.8007,0.0128
343.4896,0.0133
346.0896,0.0137
347.8456,0.0141
349.525,0.0144
351.9974,0.0148
353.686,0.015
355.2684,0.0153
356.654,0.0155
358.369,0.0156
359.1243,0.0157
359.6525,0.0158
359.997,0.0158
