Position,Power
0.622,0.016
1.315,0.016
2.8057,0.0161
4.003,0.0162
6.437,0.0162
8.065,0.0162
9.827,0.0162
12.359,0.0161
14.111,0.016
15.8306,0.0159
17.648,0.0157
20.403,0.0155
22.152,0.0152
23.7487,0.015
26.3664,0.0146
28.0646,0.0143
29.6936,0.0139
32.407,0.0135
34.314,0.0131
35.99,0.0126
37.546,0.0121
39.9356,0.0116
41.565,0.0111
44.179,0.0105
45.819,0.01
47.422,0.0094
49.125,0.0089
51.849,0.0086
53.44,0.0078
55.907,0.0072
57.567,0.0066
59.1277,0.0063
61.7084,0.0058
63.4337,0.0053
65.041,0.0047
67.666,0.0042
69.2905,0.0037
70.913,0.0033
72.5594,0.0028
74.31,0.0024
76.082,0.002
78.6725,0.0016
80.295,0.0015
82.168,0.0012
83.76,0.0009
86.3463,0.0007
87.304,0.0004
89.8433,0.0003
91.541,0.0001
93.1747,0.0001
95.0136,0.0
97.45,0.0
99.093,0.0
100.602,0.0
103.1844,0.0001
105.5426,0.0002
107.187,0.0004
108.9177,0.0006
111.327,0.0008
112.995,0.0011
114.6453,0.0013
117.153,0.0017
118.781,0.002
121.171,0.0024
122.8307,0.0028
125.405,0.0033
126.988,0.0037
128.604,0.0042
131.128,0.0048
132.7826,0.0053
134.3745,0.0058
136.898,0.0064
138.6436,0.0069
140.281,0.0075
142.774,0.008
145.144,0.0086
146.767,0.0092
149.1476,0.0097
151.011,0.0103
152.649,0.0108
154.3804,0.0114
156.1807,0.0119
158.848,0.0121
160.5023,0.0128
162.8413,0.0133
164.546,0.0137
166.9525,0.0141
168.569,0.0145
170.171,0.0148
172.6754,0.0151
174.2575,0.0152
176.003,0.0155
177.6863,0.0157
179.376,0.0159
182.2736,0.016
183.866,0.0161
185.4997,0.0162
187.1927,0.0162
188.8154,0.0162
191.5024,0.0161
193.1714,0.016
194.7587,0.0159
197.5233,0.0157
199.2476,0.0155
200.8807,0.0153
202.571,0.015
205.2727,0.0147
206.8855,0.0144
208.555,0.0141
211.242,0.0137
212.855,0.0133
214.6156,0.0128
217.36,0.0124
219.0393,0.0119
220.667,0.0113
223.292,0.0108
224.911,0.0102
227.3784,0.0097
228.238,0.0091
231.2223,0.0086
233.0237,0.008
234.6276,0.0074
237.0994,0.0069
238.783,0.0063
240.437,0.0058
243.267,0.0052
244.962,0.0047
246.7075,0.0042
248.3557,0.0037
250.829,0.0033
252.7274,0.0028
254.2797,0.0024
256.8286,0.002
258.451,0.0017
260.074,0.0013
262.664,0.0011
264.2873,0.0009
265.9454,0.0007
267.625,0.0005
270.287,0.0003
271.7913,0.0001
273.6854,0.0001
276.0666,0.0
277.709,0.0
280.099,0.0
281.789,0.0001
283.411,0.0001
285.0714,0.0002
287.594,0.0005
289.263,0.0007
290.9683,0.0009
293.5277,0.001
295.2113,0.0013
296.742,0.0017
299.2803,0.002
300.961,0.0024
302.5215,0.0028
305.107,0.0033
307.4933,0.0037
309.1144,0.0042
310.954,0.0047
312.631,0.0052
314.306,0.0058
316.8695,0.0063
318.5037,0.0066
320.163,0.0072
321.851,0.0077
324.258,0.0083
325.9514,0.0089
327.5736,0.0094
330.114,0.01
331.7103,0.0105
333.379,0.0111
335.893,0.0116
337.576,0.0121
339.266,0.0126
342.02,0.013
343.6537,0.0134
345.2764,0.0139
347.9524,0.0143
349.6334,0.0146
351.291,0.0149
353.953,0.0152
355.5965,0.0155
356.9093,0.0156
358.497,0.0158
359.217,0.0158
359.6905,0.0159
0.0016,0.0159
0.002,0.0159
