Position,Power
0.5386,0.016
1.157,0.0161
2.741,0.0161
4.054,0.0162
5.551,0.0162
8.161,0.0163
9.8013,0.0163
11.418,0.0162
14.033,0.0161
15.7186,0.0159
17.464,0.0157
20.018,0.0155
21.655,0.0153
23.341,0.0151
25.04,0.0148
27.62,0.0143
29.2575,0.0141
31.1516,0.0138
33.758,0.0133
35.4457,0.0129
37.1,0.0124
39.5845,0.0118
41.3035,0.0113
42.961,0.0108
44.604,0.0103
46.233,0.01
47.9105,0.0094
49.857,0.0089
52.458,0.0083
54.08,0.0077
55.81,0.0072
57.402,0.0066
59.7934,0.006
61.4526,0.0058
63.0383,0.0052
65.634,0.0047
67.2563,0.0042
68.8337,0.0037
71.268,0.0032
72.903,0.0028
75.417,0.0024
77.039,0.002
78.667,0.0016
81.252,0.0013
82.962,0.001
84.7596,0.0008
86.561,0.0005
89.156,0.0003
90.8815,0.0002
92.5193,0.0001
94.3624,0.0
96.9884,0.0
98.684,0.0
101.187,0.0
102.825,0.0001
105.217,0.0002
106.9095,0.0004
108.594,0.0005
110.2164,0.0008
111.9667,0.0009
114.7167,0.0014
116.4014,0.0017
118.0856,0.0019
120.6126,0.0023
122.349,0.0027
123.977,0.0031
125.754,0.0036
128.441,0.004
130.038,0.0045
131.789,0.0051
133.4525,0.0056
136.161,0.0061
137.793,0.0067
139.426,0.007
141.151,0.0075
143.67,0.0081
145.5094,0.0087
147.151,0.0092
149.6446,0.0098
151.375,0.0104
152.904,0.0109
155.608,0.0114
157.2413,0.0119
158.935,0.0124
161.373,0.0129
163.083,0.0133
164.71,0.0138
167.342,0.0142
168.9695,0.0145
171.431,0.0149
172.9916,0.0151
174.6404,0.0154
177.1044,0.0156
178.6125,0.0158
181.066,0.016
182.7143,0.0161
185.239,0.0162
186.9265,0.0162
188.488,0.0162
190.971,0.0161
192.542,0.016
195.1786,0.0159
196.8065,0.0157
198.5485,0.0155
201.091,0.0153
202.833,0.015
204.547,0.0147
206.176,0.0144
208.995,0.0141
210.6435,0.0137
212.358,0.0133
214.8666,0.0128
216.5873,0.0124
218.337,0.0119
220.933,0.0113
222.6217,0.0108
224.2345,0.0102
226.7027,0.0097
228.268,0.0091
230.8785,0.0088
232.052,0.0083
234.774,0.0077
236.4087,0.0071
238.068,0.0066
239.7406,0.006
242.204,0.0055
243.9476,0.005
245.571,0.0044
247.152,0.0039
249.83,0.0035
251.4995,0.0032
253.1483,0.0028
255.794,0.0024
257.591,0.002
259.2603,0.0017
260.883,0.0013
262.6276,0.001
265.4084,0.0008
266.9743,0.0006
269.5857,0.0004
271.4637,0.0002
273.163,0.0001
274.8685,0.0
276.5063,0.0
278.1295,0.0
280.7253,0.0
282.563,0.0001
284.23,0.0002
285.9356,0.0003
288.4184,0.0005
290.1234,0.0007
291.684,0.0009
293.4605,0.0012
296.111,0.0015
297.8066,0.0019
299.4444,0.0021
301.918,0.0026
303.535,0.0031
305.153,0.0035
307.8975,0.004
309.526,0.0045
311.133,0.005
313.845,0.0056
315.5797,0.0061
317.24,0.0066
319.83,0.0072
321.5485,0.0078
323.432,0.008
325.071,0.0089
327.663,0.0092
329.289,0.01
331.6546,0.0103
333.2773,0.0109
334.9146,0.0114
336.733,0.0119
339.2357,0.0124
340.8954,0.0129
342.5217,0.0133
344.203,0.0135
346.5563,0.0139
348.2103,0.0143
349.8366,0.0147
352.4486,0.015
354.0614,0.0153
355.609,0.0155
357.609,0.0157
358.626,0.0158
359.32,0.0159
359.7713,0.016
0.0026,0.016
