Position,Power
0.586,0.0158
1.2487,0.0158
2.305,0.0159
4.356,0.016
5.867,0.016
7.464,0.016
9.3325,0.016
11.7235,0.016
13.378,0.0159
15.026,0.0158
16.689,0.0156
19.392,0.0154
21.154,0.0152
22.827,0.0149
25.3344,0.0146
27.0003,0.0143
28.638,0.0139
30.4567,0.0137
33.124,0.0133
34.852,0.0129
36.475,0.0124
38.062,0.0119
40.799,0.0114
42.567,0.0109
44.215,0.0104
46.6806,0.0098
48.3106,0.0093
49.897,0.0087
52.319,0.0081
53.9575,0.0076
56.675,0.007
58.6766,0.0065
60.3206,0.0059
62.8075,0.0054
64.563,0.0049
66.3457,0.0043
68.061,0.0039
69.663,0.0034
72.2984,0.0029
73.9273,0.0025
75.6985,0.0021
78.421,0.0017
80.06,0.0014
81.7897,0.0011
84.436,0.0009
85.972,0.0006
87.5997,0.0004
90.4726,0.0003
92.0536,0.0001
93.667,0.0
96.3075,0.0
97.915,0.0
99.5785,0.0
101.3246,0.0001
103.951,0.0002
105.613,0.0002
108.1785,0.0005
109.817,0.0007
112.279,0.0009
113.907,0.0011
115.5716,0.0014
118.054,0.0019
119.836,0.0023
121.457,0.0025
123.0453,0.0029
125.7214,0.0033
127.397,0.0038
129.142,0.0043
130.9187,0.0048
133.384,0.0053
135.03,0.0058
136.708,0.0064
138.356,0.0066
140.902,0.0072
142.5953,0.0078
144.207,0.0083
146.7826,0.0089
148.44,0.0094
150.9125,0.01
152.454,0.0105
154.932,0.011
156.544,0.0116
158.166,0.0121
159.954,0.0125
162.615,0.013
164.3155,0.0134
165.974,0.0138
168.4575,0.0142
170.131,0.0145
172.516,0.0148
174.323,0.0151
176.037,0.0153
177.682,0.0155
180.277,0.0157
182.069,0.0158
183.645,0.0159
186.2806,0.016
188.0064,0.016
190.485,0.0159
192.02,0.0159
193.7346,0.0157
196.248,0.0156
197.851,0.0154
199.596,0.0152
201.3313,0.0149
204.0323,0.0147
205.694,0.0145
207.316,0.0142
209.7975,0.0138
211.4926,0.0133
214.119,0.0128
215.743,0.0124
217.247,0.0119
219.73,0.0114
221.455,0.0111
224.0387,0.0106
225.857,0.01
227.6076,0.0095
229.2204,0.0087
231.63,0.0084
233.249,0.0078
234.995,0.0073
236.683,0.0067
239.2535,0.0061
240.9533,0.0056
242.703,0.0054
244.369,0.0046
246.855,0.0043
248.488,0.0038
250.1675,0.0034
252.7477,0.0029
254.5095,0.0025
256.1066,0.0021
257.8314,0.0018
260.627,0.0014
262.2395,0.0011
263.8674,0.0009
266.4716,0.0006
268.2224,0.0004
269.9634,0.0003
272.359,0.0001
273.9407,0.0
276.4693,0.0
278.098,0.0
280.397,0.0
282.075,0.0001
283.636,0.0002
286.233,0.0003
287.835,0.0005
290.3536,0.0007
292.1597,0.0009
293.7517,0.0012
296.449,0.0015
298.179,0.0019
299.9257,0.0022
301.6104,0.0026
303.3555,0.0031
305.1736,0.0033
307.773,0.0037
308.592,0.0042
311.3216,0.0047
312.846,0.0053
314.556,0.0058
316.9565,0.0063
318.646,0.0069
321.0417,0.0074
322.691,0.0077
324.4355,0.0083
326.945,0.0088
328.5764,0.0094
330.113,0.0099
332.58,0.0105
334.448,0.011
336.1835,0.0115
338.7747,0.012
340.4484,0.0125
342.193,0.0129
344.017,0.0134
346.6324,0.0138
348.312,0.0141
350.7014,0.0145
352.366,0.0148
354.0645,0.0151
356.19,0.0153
357.378,0.0155
358.8904,0.0156
359.5046,0.0157
359.875,0.0157
0.0016,0.0158
