Position,Power
0.5605,0.0158
1.6607,0.0159
2.765,0.0159
4.0424,0.016
6.462,0.0161
8.1057,0.0161
9.8055,0.0161
12.277,0.016
13.8146,0.0159
15.482,0.0158
17.1975,0.0156
19.67,0.0154
21.3425,0.0152
22.981,0.0149
25.5475,0.0146
27.199,0.0143
28.828,0.014
30.502,0.0136
33.107,0.0131
34.895,0.0127
36.6803,0.0122
39.1797,0.0117
40.8727,0.0112
42.62,0.0107
45.209,0.0101
47.1755,0.0096
48.941,0.009
50.605,0.0085
53.1427,0.0079
54.9155,0.0074
56.6715,0.0068
59.169,0.0062
61.0176,0.0057
62.5987,0.0052
64.967,0.0049
66.545,0.0044
68.1674,0.0039
70.7533,0.0034
72.407,0.003
74.792,0.0025
76.461,0.0021
78.1656,0.0018
80.69,0.0014
82.3945,0.0011
84.1193,0.0009
86.6495,0.0006
88.2665,0.0004
90.04,0.0003
92.4896,0.0001
94.0926,0.0
95.739,0.0
98.294,0.0
99.905,0.0
102.3847,0.0001
104.002,0.0002
106.521,0.0003
108.1686,0.0005
109.792,0.0007
112.3876,0.0009
114.055,0.0012
115.781,0.0015
118.4117,0.0019
120.0807,0.0022
122.5244,0.0026
124.141,0.0031
125.8865,0.0035
127.791,0.004
129.393,0.0045
131.881,0.005
133.597,0.0055
135.3,0.0058
137.7773,0.0063
139.528,0.0069
142.0364,0.0075
143.743,0.0083
146.2554,0.0089
147.997,0.0094
149.5055,0.01
151.974,0.0105
153.7745,0.011
155.484,0.0116
157.2663,0.012
159.908,0.0125
161.5353,0.013
163.261,0.0134
166.154,0.0138
167.7865,0.0142
169.408,0.0144
171.1173,0.0147
172.9114,0.015
175.6755,0.0152
177.405,0.0155
179.7455,0.0156
181.423,0.0158
183.0466,0.0159
185.7946,0.016
187.484,0.016
189.1066,0.016
191.585,0.0159
193.198,0.0158
194.9494,0.0157
196.767,0.0155
199.243,0.0153
200.8765,0.0151
203.4416,0.0148
205.155,0.0145
206.85,0.0142
209.359,0.0139
210.873,0.0135
213.642,0.0131
215.348,0.0127
217.053,0.0122
218.6606,0.0117
220.487,0.0112
223.1604,0.0106
224.7987,0.0101
227.347,0.0095
229.01,0.009
230.69,0.0084
232.3944,0.0079
235.148,0.0073
236.7884,0.0067
238.4054,0.0062
240.216,0.0059
242.823,0.0051
245.1874,0.0046
246.9544,0.0041
248.585,0.0036
251.151,0.0032
252.8456,0.0028
254.468,0.0026
256.0905,0.0022
257.8413,0.0018
260.4715,0.0015
262.0906,0.0012
263.8357,0.0009
266.3247,0.0007
267.855,0.0004
269.601,0.0003
271.2287,0.0002
273.696,0.0001
275.616,0.0
277.575,0.0
279.157,0.0
281.7177,0.0
283.427,0.0001
285.833,0.0002
287.5724,0.0004
289.237,0.0006
290.829,0.0008
293.339,0.0011
294.971,0.0014
296.5735,0.0017
299.0657,0.002
300.6925,0.0024
302.4403,0.0028
304.952,0.0033
306.689,0.0035
308.316,0.004
310.0573,0.0045
311.634,0.005
314.321,0.0055
316.066,0.006
317.6895,0.0066
320.28,0.0071
321.908,0.0077
323.5604,0.0082
325.1987,0.0088
327.8085,0.0094
329.4323,0.0099
332.0677,0.0105
333.7326,0.011
335.488,0.0115
337.2025,0.012
339.803,0.0125
341.406,0.0129
343.8886,0.0133
345.502,0.0138
348.071,0.0141
349.7085,0.0145
351.297,0.0148
353.0893,0.0151
355.7085,0.0153
357.092,0.0155
358.199,0.0156
359.3524,0.0157
359.81,0.0157
359.993,0.0158
