Theta,Power
theta,W
-,핀홀_상상
0.5074,9.7e-06
1.464,9.5e-06
2.4807,9.3e-06
3.694,9.1e-06
6.045,8.9e-06
8.0166,8.9e-06
9.607,9.3e-06
11.2365,1.01e-05
13.7546,1.13e-05
15.4034,1.29e-05
17.9476,1.48e-05
19.5807,1.72e-05
21.224,1.99e-05
23.7273,2.29e-05
25.473,2.64e-05
27.0993,3.01e-05
29.598,3.41e-05
31.2157,3.84e-05
32.844,4.3e-05
35.24,4.78e-05
36.96,5.29e-05
39.3297,5.81e-05
40.967,6.35e-05
43.548,6.91e-05
45.241,7.48e-05
46.8645,8.05e-05
49.3425,8.63e-05
50.965,9.22e-05
53.3464,9.8e-05
54.9743,0.0001039
57.478,0.0001096
59.213,0.0001153
60.835,0.0001209
63.334,0.0001263
65.034,0.0001316
66.7015,0.0001367
69.2046,0.0001416
70.7257,0.0001463
72.333,0.0001506
74.8874,0.0001547
76.526,0.0001586
79.0804,0.0001621
80.7026,0.0001653
83.201,0.0001681
84.9054,0.0001693
86.528,0.0001715
88.979,0.0001742
90.685,0.0001749
92.323,0.000176
94.822,0.0001768
96.566,0.0001771
99.076,0.0001769
100.8006,0.0001763
102.526,0.0001753
105.0753,0.0001739
106.718,0.0001722
108.32,0.0001701
110.8087,0.0001677
112.4413,0.0001649
114.1463,0.0001617
116.629,0.0001581
118.19,0.0001541
120.7814,0.0001499
122.428,0.0001455
123.939,0.0001407
126.421,0.0001358
128.06,0.0001306
130.548,0.0001253
132.298,0.0001199
134.0135,0.0001143
136.4906,0.0001086
138.196,0.0001029
139.8073,9.7e-05
142.3625,9.12e-05
144.0467,8.53e-05
146.595,7.95e-05
148.3006,7.37e-05
149.9233,6.8e-05
152.4013,6.24e-05
154.1116,5.71e-05
155.7957,5.19e-05
158.211,4.69e-05
159.915,4.21e-05
162.41,3.75e-05
164.0264,3.32e-05
165.6705,2.92e-05
168.1486,2.55e-05
169.863,2.22e-05
171.567,1.92e-05
174.035,1.66e-05
175.7547,1.44e-05
177.4644,1.25e-05
179.9414,1.1e-05
181.657,9.9e-06
184.1244,9.2e-06
185.783,9.1e-06
187.416,9e-06
189.9083,9.3e-06
191.6394,1.01e-05
193.3996,1.12e-05
195.893,1.28e-05
197.5353,1.47e-05
199.159,1.7e-05
201.618,1.97e-05
203.362,2.28e-05
205.7686,2.62e-05
207.39,3e-05
209.899,3.4e-05
211.521,3.83e-05
213.2367,4.28e-05
215.7095,4.77e-05
217.265,5.27e-05
219.021,5.8e-05
221.51,6.35e-05
223.23,6.91e-05
225.763,7.48e-05
227.494,8.06e-05
229.197,8.65e-05
231.7427,9.24e-05
233.3644,9.83e-05
234.9725,0.0001043
237.465,0.0001101
239.139,0.0001159
241.5716,0.0001216
243.337,0.0001271
245.026,0.0001324
247.5087,0.0001375
249.142,0.0001424
250.7697,0.0001471
253.362,0.0001515
254.9877,0.0001556
256.699,0.0001594
259.3395,0.0001629
260.9617,0.0001661
262.7125,0.0001689
265.1906,0.0001713
266.742,0.0001734
268.364,0.0001751
270.9037,0.0001763
272.4946,0.0001772
274.9336,0.0001777
276.5505,0.0001778
279.017,0.0001775
280.6445,0.0001767
282.375,0.0001754
284.9297,0.0001739
286.618,0.000172
289.128,0.0001709
290.745,0.0001684
292.4613,0.0001654
295.0556,0.0001622
296.679,0.0001586
298.425,0.0001546
300.9634,0.0001505
302.6117,0.000146
304.228,0.0001413
306.7937,0.0001363
308.4153,0.0001311
310.111,0.0001257
312.707,0.0001203
314.4014,0.0001147
316.1053,0.0001089
318.593,0.0001031
320.2207,9.72e-05
322.6894,9.13e-05
324.388,8.53e-05
326.0103,7.95e-05
328.5295,7.37e-05
330.1585,6.8e-05
331.8614,6.25e-05
334.216,5.71e-05
335.906,5.19e-05
338.4553,4.69e-05
340.0884,4.21e-05
342.5816,3.75e-05
344.2043,3.32e-05
345.842,2.92e-05
348.3353,2.55e-05
349.9585,2.22e-05
351.6786,1.92e-05
354.206,1.66e-05
355.8565,1.43e-05
357.2234,1.26e-05
358.7096,1.14e-05
359.351,1.06e-05
359.804,1.01e-05
0.0214,9.9e-06
