Position,Power
0.699,0.0006
1.381,0.0008
2.3176,0.0009
4.334,0.0013
5.8636,0.0017
7.512,0.0024
9.917,0.0032
11.591,0.004
14.182,0.005
15.784,0.0061
17.3704,0.0073
19.94,0.0086
21.5696,0.01
24.0925,0.0115
25.6115,0.013
27.3275,0.0146
29.088,0.0162
31.868,0.0179
33.5047,0.0197
35.1237,0.0214
37.8815,0.0232
39.583,0.025
41.2306,0.0269
43.709,0.0287
45.578,0.0305
47.2005,0.0322
49.81,0.034
51.455,0.0357
53.0724,0.0374
55.585,0.039
57.316,0.0406
58.9084,0.042
61.4927,0.0427
63.336,0.0441
65.019,0.0454
67.6105,0.0465
69.4166,0.0476
71.091,0.0486
72.688,0.0495
74.4384,0.0503
77.023,0.051
79.615,0.0515
80.448,0.0519
83.193,0.0522
84.866,0.0524
86.606,0.0524
89.0494,0.0523
90.6763,0.0521
93.129,0.0518
94.8073,0.0513
96.4206,0.0507
97.9813,0.0504
100.424,0.0496
102.205,0.0488
103.843,0.0478
106.306,0.0467
108.169,0.0455
109.795,0.0442
112.325,0.0428
113.9327,0.0414
115.6523,0.0399
117.2745,0.0383
119.8,0.0367
121.447,0.035
124.018,0.0332
125.635,0.0314
127.2576,0.0296
128.9324,0.0287
131.4136,0.0269
133.2926,0.0251
134.9424,0.0232
136.599,0.0214
138.3446,0.0197
140.7987,0.0179
142.4776,0.0162
144.109,0.0145
145.8866,0.0137
148.5235,0.0122
150.1603,0.0099
151.896,0.0092
154.533,0.0073
156.047,0.0061
158.648,0.005
160.23,0.004
162.663,0.0035
164.2853,0.0027
165.912,0.002
168.38,0.0014
170.038,0.0009
171.707,0.0006
174.277,0.0004
176.77,0.0003
178.4093,0.0003
180.021,0.0005
182.4267,0.0008
184.0536,0.0012
185.683,0.0017
188.1497,0.0024
189.741,0.0032
191.528,0.0041
193.268,0.0051
195.8746,0.0061
197.43,0.0073
199.018,0.0087
201.449,0.0093
203.154,0.0108
204.904,0.0123
206.4604,0.0138
209.03,0.0154
210.776,0.0171
212.363,0.0188
215.0813,0.0206
216.673,0.0224
219.145,0.0242
220.713,0.026
222.32,0.0279
224.8346,0.0297
226.4766,0.0315
228.098,0.0332
230.735,0.035
232.389,0.0367
234.1353,0.0383
236.739,0.0399
238.4867,0.0415
240.1083,0.0429
241.849,0.0443
244.613,0.0455
246.2564,0.0467
248.77,0.0478
250.501,0.0488
252.149,0.0497
253.771,0.05
256.2483,0.0511
257.9846,0.0516
259.772,0.0518
261.528,0.0521
264.179,0.0523
265.7813,0.0524
267.3634,0.0524
269.1283,0.0522
270.926,0.0521
273.4296,0.0517
275.099,0.0512
277.5044,0.0506
279.1375,0.0499
280.7836,0.0491
283.298,0.0482
285.0386,0.0471
286.6566,0.046
289.2373,0.0447
290.9824,0.0434
292.535,0.0419
295.298,0.0404
296.9825,0.0389
298.6505,0.0373
300.2643,0.0356
302.915,0.0339
304.615,0.0322
306.2993,0.0304
307.977,0.0295
310.6095,0.0277
312.252,0.0259
313.892,0.0241
316.4043,0.0223
318.0583,0.0205
319.971,0.0188
321.534,0.0171
323.97,0.0154
325.609,0.0138
328.0404,0.0122
329.749,0.0107
331.4233,0.0093
333.0397,0.008
335.7444,0.0067
337.3874,0.0056
339.128,0.0045
341.759,0.0036
343.464,0.0028
345.1633,0.002
346.837,0.0017
349.4584,0.001
351.0863,0.0006
353.6305,0.0004
355.301,0.0003
356.7645,0.0003
358.325,0.0004
359.0967,0.0005
359.6515,0.0006
0.001,0.0006
