Position,Power
0.501,0.0007
1.658,0.0008
2.6807,0.001
4.658,0.0014
6.391,0.0019
8.0494,0.0026
9.774,0.003
11.489,0.0038
13.982,0.0048
15.584,0.0058
17.9794,0.007
19.731,0.0083
21.4144,0.0096
23.068,0.0111
25.475,0.0126
27.092,0.0141
28.73,0.0158
30.501,0.0175
32.9785,0.0183
34.597,0.021
37.1163,0.0228
38.783,0.0237
40.514,0.0255
42.958,0.0273
44.655,0.0291
46.319,0.0309
48.0147,0.0327
49.682,0.0344
52.3493,0.0361
53.972,0.037
55.621,0.0386
57.239,0.0402
59.859,0.0416
61.9136,0.043
63.586,0.0444
65.1366,0.0456
67.706,0.0468
69.4525,0.0479
71.023,0.0488
73.6804,0.0497
75.3036,0.0505
77.71,0.0511
79.4247,0.0516
81.139,0.052
83.0077,0.0522
85.45,0.0524
87.1293,0.0524
88.88,0.0523
91.4697,0.052
93.138,0.0517
94.7776,0.0512
96.4466,0.0505
99.118,0.0502
100.8396,0.0494
102.466,0.0485
104.8373,0.0475
106.443,0.0464
108.026,0.0452
110.574,0.0439
112.376,0.0425
114.051,0.041
115.693,0.0395
117.439,0.0387
119.2363,0.0371
121.7805,0.0354
123.453,0.0337
125.036,0.0319
127.601,0.0301
129.3007,0.0283
130.8676,0.0264
133.343,0.0246
135.121,0.0237
136.8193,0.021
138.555,0.0192
141.074,0.0184
142.7943,0.0158
145.327,0.0141
146.9456,0.0125
149.449,0.011
151.1126,0.0096
152.777,0.0089
154.3986,0.0076
156.8313,0.0064
158.582,0.0053
160.2705,0.0042
162.789,0.0033
164.4124,0.0025
166.0763,0.0018
168.783,0.0013
170.53,0.0008
172.147,0.0005
174.0314,0.0003
176.56,0.0003
178.173,0.0003
179.887,0.0005
182.4,0.0009
184.115,0.0013
185.8706,0.0019
188.406,0.0026
190.16,0.0034
192.5937,0.0043
194.277,0.0053
195.8324,0.0064
198.5204,0.0077
199.392,0.009
202.0533,0.0104
203.6656,0.0119
206.2666,0.0134
207.915,0.015
210.321,0.0167
211.9484,0.0184
213.628,0.0201
216.3664,0.0219
217.989,0.0237
219.7436,0.0256
222.129,0.0274
223.7574,0.0292
225.5035,0.031
228.054,0.0328
230.51,0.0345
232.149,0.0363
233.7655,0.0379
236.2587,0.0395
237.1744,0.0403
239.7296,0.0425
241.4497,0.0432
243.134,0.0446
245.76,0.0458
247.4347,0.047
249.9175,0.048
251.4485,0.049
254.033,0.0498
255.83,0.0506
257.4564,0.0512
260.0693,0.0517
261.773,0.052
263.524,0.0523
265.2844,0.0524
266.933,0.0524
269.508,0.0523
271.244,0.052
272.8676,0.0516
275.5384,0.0511
277.2116,0.0505
279.6074,0.0497
281.241,0.0489
283.7185,0.0479
285.49,0.0469
287.133,0.0457
288.8596,0.0444
291.4075,0.043
293.129,0.0416
294.741,0.0401
297.376,0.0385
299.0495,0.0369
300.805,0.0352
303.1873,0.0335
305.0496,0.0318
306.637,0.03
309.237,0.0282
310.9455,0.0264
312.5093,0.0246
315.093,0.0228
316.5986,0.021
318.37,0.0201
320.82,0.0175
322.5263,0.0158
325.2544,0.0142
326.877,0.0126
328.532,0.0118
330.2814,0.0104
333.1606,0.009
334.96,0.007
336.6154,0.0065
338.2334,0.0048
340.9917,0.0038
342.629,0.0034
344.2517,0.0026
346.8475,0.0019
348.5713,0.0013
350.292,0.0009
352.003,0.0005
354.7584,0.0004
356.2086,0.0003
357.946,0.0003
358.765,0.0004
359.4243,0.0005
359.962,0.0006
0.001,0.0006
