Position,Power
0.438,0.0006
1.5555,0.0008
2.5244,0.001
3.7075,0.0013
6.1397,0.0018
7.721,0.0025
9.4466,0.0028
11.0703,0.0037
13.629,0.0046
15.3023,0.0057
18.0065,0.0074
19.609,0.0087
21.399,0.0094
23.1147,0.0108
24.866,0.0123
27.42,0.0139
29.033,0.0155
31.572,0.0172
33.2156,0.0189
34.833,0.0207
37.5,0.0225
39.111,0.0243
40.7503,0.0261
42.675,0.0279
44.5224,0.0297
47.175,0.0315
48.812,0.0333
50.4354,0.0341
52.136,0.0359
54.659,0.0375
56.476,0.0399
58.1447,0.0407
60.7046,0.0421
62.353,0.0435
64.047,0.0448
65.69,0.0461
67.431,0.0472
69.07,0.0482
72.053,0.0492
73.6903,0.05
75.304,0.0507
77.791,0.0513
79.435,0.0518
81.2125,0.052
83.859,0.0523
85.423,0.0524
88.0154,0.0524
89.658,0.0522
91.3113,0.0519
93.973,0.0515
95.6673,0.051
97.2004,0.0503
99.902,0.0496
101.534,0.0487
103.2344,0.0477
105.001,0.0472
107.683,0.0454
109.3834,0.0448
111.783,0.0434
113.396,0.042
114.921,0.0405
116.7374,0.039
118.5247,0.0374
120.9976,0.0357
122.7177,0.034
124.381,0.0322
126.8997,0.0313
127.791,0.0295
130.274,0.0277
131.8975,0.0258
134.409,0.024
136.1665,0.0222
138.622,0.0204
140.4054,0.0187
142.0275,0.0169
143.701,0.0152
146.2815,0.0136
147.8995,0.012
150.377,0.0105
152.1633,0.0091
153.772,0.0078
156.221,0.0066
157.8904,0.0054
160.405,0.0044
162.222,0.0035
163.9207,0.0026
165.6163,0.0019
168.2736,0.0014
170.2026,0.0009
172.6864,0.0006
174.369,0.0004
176.054,0.0003
178.598,0.0003
181.0807,0.0006
182.843,0.001
184.501,0.0015
186.205,0.0021
188.9597,0.0028
190.5147,0.0037
192.27,0.0046
194.8103,0.0057
196.4684,0.0062
198.313,0.0075
200.814,0.0095
202.673,0.0109
204.2136,0.0124
205.8936,0.014
208.503,0.0147
210.1303,0.0172
212.579,0.0181
214.2837,0.0199
215.875,0.0216
217.667,0.0234
219.4274,0.0253
221.177,0.0271
223.7746,0.0289
225.5,0.0307
227.0486,0.0325
229.672,0.0334
231.427,0.0351
233.085,0.0368
235.773,0.0385
237.647,0.0401
239.2707,0.0416
240.836,0.043
243.406,0.0444
245.094,0.0456
247.5373,0.0468
249.139,0.0479
250.8744,0.0489
253.3113,0.0497
255.0116,0.0505
256.6854,0.0511
259.1515,0.0516
260.878,0.052
263.387,0.0523
265.0036,0.0524
266.611,0.0524
269.2216,0.0523
270.8505,0.0521
273.389,0.0517
275.089,0.0512
276.9,0.0506
278.4566,0.0499
281.1233,0.049
282.956,0.0481
284.589,0.047
286.212,0.0459
288.847,0.0446
290.4453,0.0433
292.8515,0.0426
294.371,0.0411
295.8927,0.0396
297.622,0.038
300.2086,0.0364
302.1006,0.0347
303.755,0.0329
305.414,0.0312
307.2917,0.0294
308.9514,0.0285
311.602,0.0258
313.328,0.0249
314.966,0.0231
317.4623,0.0213
319.102,0.0195
321.6006,0.0178
322.5164,0.0161
325.198,0.0144
326.8933,0.0128
329.3406,0.0113
330.9784,0.0099
333.3997,0.0085
335.008,0.0072
336.67,0.0061
339.337,0.005
340.9725,0.004
342.6243,0.0031
345.2717,0.0023
346.9705,0.0017
348.4817,0.0011
351.0806,0.0007
352.746,0.0005
354.3625,0.0003
356.6665,0.0003
357.97,0.0003
358.858,0.0004
359.7124,0.0005
359.969,0.0006
0.0026,0.0006
