Position,Power
0.697,0.0007
1.391,0.0008
2.313,0.001
4.416,0.0013
5.2255,0.0018
7.9364,0.0021
9.62,0.0028
11.611,0.0037
13.24,0.0046
15.835,0.0057
17.489,0.0069
19.122,0.0081
20.765,0.0095
22.403,0.0109
24.02,0.0116
26.8264,0.0131
28.4803,0.0147
30.098,0.0164
31.8377,0.0181
34.346,0.0198
35.9687,0.0216
38.6103,0.0234
40.249,0.0252
41.8625,0.027
44.584,0.0289
46.366,0.0306
48.028,0.0324
50.45,0.035
52.08,0.0359
53.9585,0.0376
56.5824,0.0392
58.4156,0.0407
60.012,0.0421
62.594,0.0435
64.314,0.0448
66.002,0.0461
67.5694,0.0472
69.9604,0.0482
71.5873,0.0492
74.301,0.05
75.9235,0.0507
78.3084,0.0513
79.942,0.0518
81.636,0.0521
83.362,0.0523
85.2513,0.0524
87.9383,0.0524
89.5714,0.0522
91.9677,0.0519
93.601,0.0515
96.1794,0.0509
97.8594,0.0503
99.565,0.0495
101.2637,0.0487
102.8806,0.0482
105.7036,0.0471
107.31,0.046
108.951,0.0447
110.5696,0.0434
113.304,0.042
114.9605,0.0405
116.6473,0.0389
118.314,0.0373
120.827,0.0365
122.558,0.0339
124.2643,0.033
126.7044,0.0303
128.441,0.0285
130.191,0.0276
132.669,0.0258
134.286,0.024
136.637,0.0222
138.2893,0.0204
139.953,0.0186
141.479,0.0169
144.1456,0.0152
145.804,0.0136
147.438,0.012
149.803,0.0112
151.614,0.0098
153.5245,0.0084
155.1925,0.0072
156.8214,0.006
159.36,0.0049
161.0087,0.0039
162.636,0.003
165.226,0.0023
166.8504,0.0016
169.486,0.0011
170.995,0.0007
172.571,0.0004
175.1426,0.0003
177.021,0.0003
178.583,0.0004
180.2873,0.0007
182.776,0.001
184.3974,0.0015
186.9015,0.0021
188.6003,0.0029
191.0117,0.0037
192.651,0.0046
194.1893,0.0057
196.791,0.0069
199.2377,0.0081
200.083,0.0095
202.8165,0.0109
204.4387,0.0124
206.1426,0.014
208.0633,0.0148
210.648,0.0173
212.257,0.019
214.887,0.0208
216.639,0.0226
218.2673,0.0235
219.925,0.0253
222.5113,0.0271
224.178,0.029
226.7793,0.0308
228.4223,0.0325
230.0096,0.0343
232.5225,0.036
234.028,0.0377
235.6815,0.0393
238.2424,0.0409
239.812,0.0423
242.511,0.0437
244.2404,0.045
245.8834,0.0463
247.574,0.0474
250.286,0.0484
251.8834,0.0493
253.4957,0.0501
256.2603,0.0508
257.8726,0.0514
259.5557,0.0518
262.357,0.0521
264.001,0.0523
265.576,0.0524
267.241,0.0524
269.981,0.0522
271.6783,0.052
273.4567,0.0517
275.232,0.0512
276.8845,0.0506
278.519,0.0498
280.2627,0.049
282.869,0.0481
284.891,0.047
286.402,0.0459
289.008,0.0446
290.9053,0.0432
292.6577,0.0418
294.346,0.041
297.1513,0.0387
298.816,0.0371
300.4784,0.0355
302.1683,0.0338
304.744,0.032
306.361,0.0302
308.7566,0.0284
310.3584,0.0266
312.8563,0.0248
314.4545,0.023
317.0753,0.0212
318.6933,0.0195
320.4035,0.0186
322.118,0.016
324.7335,0.0152
326.458,0.0136
328.276,0.0113
329.9803,0.0106
332.596,0.0092
334.459,0.0078
336.1893,0.0066
337.797,0.0055
340.453,0.0044
342.1904,0.0035
343.811,0.0027
345.492,0.002
347.232,0.0014
349.8684,0.0009
351.4697,0.0006
353.2414,0.0004
354.9975,0.0003
357.2083,0.0003
358.238,0.0003
359.0467,0.0004
359.809,0.0005
359.9927,0.0006
