Position,Power
0.5574,0.0007
1.6446,0.0008
2.591,0.001
3.821,0.0013
6.345,0.0018
8.101,0.0022
9.841,0.0033
11.473,0.0042
14.193,0.0052
15.959,0.0063
17.8726,0.0076
19.475,0.0089
21.17,0.0102
23.7346,0.011
26.11,0.0132
27.86,0.0148
29.4826,0.0157
32.1096,0.0182
32.883,0.0191
35.5025,0.0208
37.11,0.0226
39.456,0.0244
41.195,0.0263
43.084,0.0281
44.692,0.0299
46.647,0.0317
48.377,0.0334
50.866,0.0343
52.499,0.036
54.8837,0.0377
56.594,0.0393
58.282,0.0408
59.9414,0.0422
62.5726,0.0436
64.1703,0.0449
66.5713,0.0462
68.195,0.0473
70.691,0.0483
72.303,0.0492
74.813,0.0501
76.3705,0.0508
77.997,0.0514
79.614,0.0518
82.358,0.0521
83.9865,0.0523
85.7123,0.0524
88.128,0.0524
89.755,0.0522
92.3526,0.0519
94.0186,0.0515
95.6376,0.0509
97.404,0.0503
100.071,0.0495
101.6997,0.0491
103.3505,0.0481
105.0415,0.0471
106.689,0.0459
109.178,0.0447
110.8,0.0433
112.639,0.0426
114.4385,0.0411
116.9083,0.0396
118.5393,0.038
120.3,0.0364
121.966,0.0347
123.598,0.0329
126.3475,0.0311
128.0515,0.0293
129.6804,0.0275
131.415,0.0257
133.796,0.0248
135.4143,0.0229
137.1855,0.0212
138.9405,0.0194
140.4653,0.0176
143.1225,0.0159
144.797,0.0151
146.3684,0.0135
148.84,0.0119
150.642,0.0104
152.305,0.009
153.847,0.0077
156.2896,0.0065
157.9534,0.0054
160.384,0.0043
162.156,0.0034
164.649,0.0026
166.3373,0.0019
168.0313,0.0013
170.5407,0.0009
172.527,0.0005
174.0726,0.0004
175.808,0.0003
178.403,0.0003
180.04,0.0005
181.638,0.0008
184.3307,0.0013
186.0305,0.0018
187.731,0.0025
190.321,0.0033
192.026,0.0042
193.792,0.0052
196.407,0.0063
198.112,0.0076
199.766,0.0089
201.5267,0.0096
203.2666,0.011
205.878,0.0125
207.558,0.0141
209.1645,0.0157
210.817,0.0174
212.44,0.0191
215.026,0.0209
216.766,0.0227
218.4043,0.0236
221.1116,0.0263
222.853,0.0273
224.511,0.0291
226.1396,0.0309
228.8557,0.0327
230.528,0.0344
232.0985,0.0361
234.5406,0.0378
236.936,0.0394
238.5075,0.041
240.842,0.0424
242.5463,0.0445
244.2247,0.0451
246.7424,0.0463
248.382,0.0475
250.0404,0.0485
252.5023,0.0494
254.152,0.0502
256.532,0.0509
258.159,0.0514
259.7906,0.0519
262.628,0.0522
264.9567,0.0524
265.807,0.0524
267.635,0.0524
270.399,0.0522
272.0164,0.0519
273.762,0.0514
276.5115,0.0509
278.2373,0.0502
279.998,0.0494
281.625,0.0485
284.3265,0.0475
285.9825,0.0464
288.48,0.0452
290.1536,0.0438
291.7815,0.0424
294.249,0.041
295.912,0.0394
297.535,0.0378
300.2117,0.0362
302.1277,0.0345
303.7905,0.0328
305.4184,0.031
307.921,0.0292
309.5036,0.0283
312.121,0.0256
313.7335,0.0238
315.3703,0.022
317.976,0.0202
319.721,0.0185
321.3344,0.0168
323.725,0.0159
325.512,0.0135
327.2267,0.0127
329.7256,0.0112
331.4754,0.0098
333.2616,0.0084
334.9864,0.0071
336.646,0.006
339.225,0.0049
340.7865,0.0039
342.384,0.003
345.0357,0.0023
347.0054,0.0016
348.702,0.0013
350.431,0.0009
352.094,0.0006
353.825,0.0004
356.301,0.0003
357.509,0.0003
358.4794,0.0004
359.5775,0.0005
359.909,0.0006
0.0016,0.0006
