Position,Power
0.6267,0.0006
1.295,0.0007
2.6583,0.0009
3.917,0.0012
5.4,0.0017
7.0565,0.0023
9.5226,0.0031
11.157,0.004
13.7713,0.0049
15.5024,0.006
17.0844,0.0072
19.8323,0.0085
21.457,0.0099
23.068,0.0113
25.956,0.0128
27.7026,0.0144
29.349,0.0161
30.941,0.0178
33.717,0.0195
35.438,0.0213
38.0727,0.0231
38.866,0.0249
41.6255,0.0267
43.273,0.0285
45.579,0.0303
47.216,0.0321
48.906,0.0338
50.6355,0.0347
53.287,0.0364
54.9155,0.0381
56.5876,0.0396
58.1353,0.0411
59.9013,0.0426
62.553,0.0439
64.1797,0.0446
65.8654,0.0458
67.4725,0.047
70.1303,0.048
71.823,0.049
73.502,0.0498
75.15,0.0506
76.8195,0.0509
79.2455,0.0514
80.957,0.0519
82.5873,0.0522
85.0143,0.0523
86.7766,0.0524
88.502,0.0523
91.015,0.0521
92.7595,0.0518
94.3567,0.0513
97.097,0.0507
98.7856,0.0501
100.409,0.0493
102.0466,0.0483
103.9824,0.0473
105.635,0.0468
108.338,0.045
109.981,0.0436
112.489,0.0422
114.241,0.0407
116.9973,0.0392
118.7143,0.0376
120.419,0.0359
122.031,0.0342
123.906,0.0325
126.367,0.0307
127.9093,0.0298
129.464,0.0279
131.968,0.0261
133.7083,0.0243
135.357,0.0225
136.933,0.0207
139.523,0.0189
141.177,0.0172
143.777,0.0155
145.503,0.0138
147.1983,0.0123
148.984,0.0115
150.7344,0.01
152.3065,0.0087
154.0975,0.0074
156.7324,0.0062
158.3457,0.0051
159.974,0.0041
161.6036,0.0036
164.2384,0.0028
165.8674,0.002
167.515,0.0014
169.2847,0.001
171.9065,0.0006
174.4716,0.0004
176.27,0.0003
177.897,0.0003
180.308,0.0005
181.961,0.0007
183.68,0.0012
186.123,0.0017
187.8173,0.0023
189.393,0.0031
191.963,0.004
193.72,0.005
195.338,0.0061
197.9374,0.0073
199.5706,0.0085
201.2287,0.0099
203.947,0.0114
205.548,0.0129
207.0865,0.0145
209.808,0.0161
211.4587,0.0178
214.0165,0.0196
215.685,0.0213
217.3697,0.0231
219.0445,0.025
221.6747,0.0268
223.4255,0.0286
225.202,0.0304
226.8345,0.0322
229.445,0.034
231.1593,0.0348
232.783,0.0365
235.3126,0.039
236.935,0.0406
239.3103,0.0421
240.9387,0.0435
243.57,0.0448
245.1405,0.0454
246.7377,0.0472
249.3184,0.0482
250.9687,0.0487
253.408,0.0496
255.0934,0.0503
256.777,0.051
258.4815,0.0515
261.322,0.0521
262.962,0.0522
265.428,0.0524
267.2707,0.0524
268.914,0.0523
270.777,0.0521
273.163,0.0517
274.801,0.0513
276.3984,0.0507
278.1665,0.05
280.838,0.0492
282.568,0.0482
285.162,0.0472
286.7806,0.0461
289.154,0.0448
290.747,0.0435
292.38,0.0421
294.9196,0.0406
296.624,0.039
299.26,0.0374
300.877,0.0358
302.573,0.0341
305.1684,0.0323
306.907,0.0306
308.7,0.0288
310.457,0.0269
312.0936,0.0251
314.7306,0.0233
316.3574,0.0216
318.744,0.0198
320.3254,0.018
322.0304,0.0163
324.4564,0.0147
326.0796,0.0139
327.789,0.0123
330.4215,0.0108
332.156,0.0094
333.8977,0.0081
335.5855,0.0068
337.188,0.0057
339.9426,0.0046
341.8065,0.0037
343.6386,0.0028
345.3946,0.0021
347.052,0.0015
348.7015,0.001
351.301,0.0006
352.908,0.0004
354.763,0.0003
356.28,0.0003
358.14,0.0003
358.957,0.0004
359.7494,0.0005
359.986,0.0006
