Position,Power
0.5444,0.0006
1.19,0.0007
2.024,0.0009
3.3,0.0012
5.117,0.0017
7.5884,0.0023
9.2116,0.003
10.844,0.0035
12.472,0.0044
14.971,0.0054
16.839,0.0065
18.475,0.0078
20.2225,0.0091
22.2234,0.0105
24.845,0.012
26.4,0.0135
28.95,0.0151
30.577,0.0168
32.217,0.0185
34.7044,0.0203
36.3266,0.022
38.835,0.0238
40.437,0.0257
42.863,0.0275
44.4916,0.0293
46.9994,0.0311
48.638,0.0328
50.2714,0.0346
52.7796,0.0363
54.407,0.0379
55.995,0.0396
57.7655,0.0411
60.31,0.0418
62.07,0.0432
63.678,0.0445
65.245,0.0458
67.834,0.0469
69.565,0.048
71.2456,0.0489
73.809,0.0498
75.6224,0.0505
77.332,0.0512
78.999,0.0517
80.632,0.052
83.395,0.0523
85.0607,0.0524
87.01,0.0524
88.691,0.0522
91.301,0.052
92.9085,0.0516
95.4277,0.0511
97.0655,0.0505
98.8065,0.0497
100.5,0.0493
103.111,0.0484
104.7383,0.0474
106.3563,0.0463
109.1157,0.0451
110.0664,0.0437
112.556,0.0423
114.189,0.0416
115.811,0.0393
118.4627,0.0377
119.324,0.0369
121.1403,0.0352
123.793,0.0335
126.116,0.0317
127.627,0.0299
129.187,0.0281
131.783,0.0262
133.3915,0.0244
135.131,0.0226
137.7726,0.0208
139.513,0.0191
141.2586,0.0173
143.782,0.0156
145.323,0.014
146.9045,0.0124
149.5013,0.0109
151.276,0.0094
153.6156,0.0081
155.275,0.0069
157.0506,0.0057
158.7504,0.0046
160.431,0.0041
163.3164,0.0032
165.0376,0.0024
166.7374,0.0018
168.334,0.0012
170.002,0.0008
171.823,0.0005
174.539,0.0003
176.1766,0.0003
177.8707,0.0003
179.5793,0.0006
182.315,0.0009
184.0036,0.0014
185.6867,0.002
188.278,0.0023
189.9057,0.003
191.4925,0.0044
194.343,0.0054
195.9813,0.006
197.712,0.0078
200.23,0.0085
201.9054,0.0098
203.701,0.0113
206.0666,0.0128
207.7554,0.0144
209.379,0.016
211.12,0.0177
213.7565,0.0194
215.374,0.0212
217.139,0.023
218.7976,0.0248
220.6714,0.0267
223.257,0.0285
224.9873,0.0294
226.629,0.0312
229.128,0.033
230.7654,0.0347
232.2813,0.0364
234.7724,0.0381
236.387,0.0397
238.8466,0.0412
240.5027,0.0427
242.1207,0.0441
243.882,0.0453
245.591,0.046
247.2956,0.0471
249.989,0.0482
251.807,0.0491
253.4285,0.0499
255.0877,0.0506
257.499,0.0512
259.0916,0.0517
261.533,0.0521
263.2626,0.0523
265.7767,0.0524
266.712,0.0524
269.482,0.0522
271.141,0.052
273.6125,0.0516
275.267,0.051
276.8907,0.0504
278.5426,0.0496
281.0404,0.0492
282.6897,0.0478
285.289,0.0467
286.9535,0.0455
289.318,0.0443
290.9215,0.0429
292.6614,0.0414
295.1045,0.0407
296.742,0.0383
299.291,0.0375
300.9754,0.0359
302.604,0.0342
304.302,0.0325
306.9797,0.0307
308.746,0.0289
310.338,0.0271
312.7896,0.0253
314.4123,0.0235
317.0227,0.0217
318.5323,0.0199
320.2524,0.0182
322.9144,0.0165
324.7137,0.0148
326.351,0.0132
328.7374,0.0117
330.349,0.0102
332.094,0.0088
334.8057,0.0075
336.486,0.0063
338.103,0.0052
340.576,0.0042
342.2305,0.0033
343.899,0.0025
346.4584,0.0018
348.988,0.0013
350.585,0.0008
352.115,0.0005
353.753,0.0003
355.5695,0.0003
357.72,0.0003
358.6263,0.0004
359.359,0.0005
359.9474,0.0006
0.0016,0.0006
