Position,Power
0.5933,0.0006
1.25,0.0007
2.6656,0.0009
3.88,0.0013
5.3937,0.0017
7.8025,0.0024
10.1884,0.0032
11.006,0.004
13.7156,0.0045
15.39,0.0061
17.693,0.0073
19.388,0.0086
21.947,0.01
23.766,0.0115
25.3823,0.0122
27.0707,0.0138
28.7455,0.0154
30.4953,0.017
33.005,0.0188
34.7445,0.0205
36.3516,0.0223
38.006,0.0232
39.698,0.025
42.495,0.0268
44.1895,0.0286
45.751,0.0304
48.443,0.0322
50.0307,0.034
51.644,0.0357
53.257,0.0374
55.7333,0.039
57.417,0.0405
59.0813,0.0413
60.7197,0.0427
62.4403,0.044
65.108,0.0453
66.729,0.0465
68.4753,0.0476
71.2404,0.0486
72.858,0.0495
74.484,0.0503
77.285,0.0509
78.9324,0.0515
80.53,0.0519
82.313,0.0522
84.7674,0.0523
86.4073,0.0524
88.915,0.0523
90.799,0.0521
92.422,0.0517
94.9974,0.0513
96.6956,0.0507
98.38,0.05
101.0116,0.0492
102.643,0.0483
104.181,0.0472
106.726,0.0461
108.3785,0.0449
109.9544,0.0442
112.4173,0.0428
114.061,0.0414
116.6603,0.0391
118.309,0.0374
119.9625,0.0358
121.7503,0.0349
124.437,0.0323
126.1,0.0305
128.707,0.0287
130.34,0.0269
131.973,0.025
134.829,0.0232
136.538,0.0214
138.151,0.0196
140.7867,0.0179
142.507,0.0162
144.156,0.0145
145.7897,0.0137
147.5546,0.0121
150.033,0.0106
152.444,0.0092
154.1543,0.0079
155.7817,0.0067
158.381,0.0055
160.1637,0.0045
161.842,0.0035
164.3603,0.0027
165.908,0.002
167.5203,0.0014
169.281,0.0009
171.897,0.0006
173.6105,0.0004
175.2707,0.0003
178.008,0.0003
179.6934,0.0005
181.403,0.0008
183.865,0.0012
185.4726,0.0017
187.126,0.0024
189.6135,0.0032
191.247,0.0041
193.8987,0.005
195.6235,0.0062
197.2514,0.0074
198.8277,0.008
201.4136,0.0093
203.0816,0.0108
204.8747,0.0123
206.462,0.0138
209.0046,0.0154
210.638,0.0171
212.1635,0.0188
214.744,0.0206
216.311,0.0224
218.88,0.0242
220.656,0.026
222.4326,0.0279
224.1314,0.0288
226.5527,0.0315
228.253,0.0332
230.0335,0.0341
231.6833,0.0358
234.394,0.0375
236.0904,0.0391
237.697,0.0407
240.3594,0.0422
242.1665,0.0436
243.8054,0.0449
246.431,0.0461
248.1244,0.0473
249.7377,0.0483
251.488,0.0492
254.202,0.05
255.7524,0.0507
258.3534,0.0513
259.9995,0.0518
261.86,0.0521
263.5893,0.0523
266.119,0.0524
267.9,0.0524
269.646,0.0522
271.28,0.0519
273.0244,0.0515
275.6353,0.0512
277.375,0.0506
279.275,0.0499
280.903,0.0491
282.607,0.0481
284.3593,0.0471
286.1643,0.046
288.761,0.0447
290.407,0.0433
292.917,0.0419
294.597,0.0404
296.2646,0.0389
298.702,0.0373
300.524,0.0356
302.1366,0.0339
304.822,0.0322
306.6473,0.0304
308.167,0.0286
310.8085,0.0268
312.672,0.025
314.3404,0.0232
316.865,0.0214
318.686,0.0196
320.3144,0.0179
322.004,0.0162
324.579,0.0146
326.268,0.0137
328.6243,0.0114
330.3434,0.0107
332.0114,0.0086
334.6786,0.0073
336.582,0.0061
338.2074,0.005
339.8696,0.0045
341.6455,0.0036
343.397,0.0027
345.132,0.002
347.8414,0.0014
349.5704,0.0009
351.153,0.0006
353.8295,0.0004
355.409,0.0003
356.7926,0.0003
357.8944,0.0003
358.81,0.0004
359.7103,0.0005
359.9724,0.0006
0.0016,0.0006
