Position,Power
0.6387,0.0006
1.3174,0.0007
2.1926,0.0009
4.1294,0.0012
5.7506,0.0017
7.506,0.0023
9.0637,0.0031
11.8725,0.004
13.4353,0.005
15.0023,0.0061
17.5184,0.0072
19.277,0.0085
21.0216,0.0099
23.5247,0.0113
25.2755,0.0121
26.9686,0.0136
28.6845,0.0152
30.312,0.0169
32.0424,0.0186
33.885,0.0204
35.667,0.0213
38.2327,0.0231
40.048,0.0249
41.709,0.0267
43.4013,0.0285
45.0954,0.0303
47.594,0.0321
49.247,0.0339
50.897,0.0347
53.2766,0.0364
55.1457,0.0381
57.525,0.0404
59.293,0.0412
60.9754,0.0426
62.542,0.044
65.332,0.0453
67.023,0.0465
68.67,0.0476
71.137,0.0486
72.8063,0.0495
75.4537,0.0503
76.287,0.0509
78.7704,0.0515
80.4697,0.0519
83.075,0.0522
84.718,0.0524
87.2017,0.0524
88.9124,0.0524
90.5283,0.0522
93.0377,0.0518
94.6604,0.0514
97.081,0.0508
98.7913,0.0501
100.4385,0.0493
102.0925,0.0484
104.698,0.0474
106.362,0.0462
108.2155,0.045
109.8377,0.0437
112.275,0.043
113.9015,0.0408
116.7124,0.0393
118.428,0.0377
120.138,0.036
122.509,0.0351
124.1966,0.0325
125.882,0.0307
128.4505,0.0289
130.0847,0.028
132.4685,0.0252
134.124,0.0234
136.6677,0.0216
138.5264,0.0198
140.358,0.019
142.047,0.0172
144.4993,0.0155
145.318,0.0139
148.1094,0.0123
149.803,0.0108
151.5533,0.0094
154.184,0.008
155.823,0.0068
157.4966,0.0056
160.2976,0.0046
161.9823,0.0036
163.6045,0.0028
165.283,0.0021
167.935,0.0015
169.5733,0.001
171.421,0.0006
173.2375,0.0004
175.9714,0.0003
177.6816,0.0003
179.3913,0.0005
181.1676,0.0008
183.645,0.0012
186.067,0.0017
187.6694,0.0023
189.3687,0.0031
190.9856,0.004
192.696,0.005
195.164,0.0055
196.7966,0.0073
198.5876,0.0079
201.0557,0.0092
202.678,0.0107
204.316,0.0122
206.0624,0.0137
208.647,0.0153
210.3564,0.017
211.9687,0.0187
214.4113,0.0205
215.9674,0.0223
218.5184,0.0241
220.093,0.0259
222.71,0.0277
224.3413,0.0286
225.9593,0.0304
227.685,0.0331
230.429,0.034
232.052,0.0366
233.7717,0.0382
235.62,0.0398
238.097,0.0414
239.7864,0.0428
242.276,0.0435
243.959,0.0448
245.5963,0.0461
247.3065,0.0472
249.027,0.0482
250.9614,0.0492
253.557,0.05
255.2054,0.0507
256.8594,0.0513
259.2197,0.0518
260.785,0.0521
262.526,0.0523
265.014,0.0524
266.8977,0.0524
269.3034,0.0524
270.9724,0.0521
273.373,0.0518
274.3303,0.0513
276.8954,0.0507
278.5243,0.05
281.011,0.0492
282.7,0.0483
284.492,0.0473
287.014,0.0461
288.7716,0.0449
290.3943,0.0435
292.79,0.0421
294.628,0.0406
296.266,0.0391
298.897,0.0375
300.642,0.0358
302.229,0.0341
304.6303,0.0324
306.2587,0.0306
308.8185,0.0288
310.579,0.027
312.223,0.0252
314.6436,0.0234
316.271,0.0216
317.9093,0.0198
320.582,0.0181
322.1893,0.0164
323.816,0.0156
325.444,0.0139
328.035,0.0123
329.746,0.0109
331.4087,0.0094
333.1246,0.0081
335.637,0.0069
337.423,0.0057
339.1023,0.0046
341.499,0.0037
343.208,0.0032
344.8815,0.0025
347.385,0.0018
349.3563,0.001
351.056,0.0008
352.7497,0.0004
354.4927,0.0003
356.6816,0.0003
357.817,0.0003
358.76,0.0004
359.663,0.0005
359.933,0.0006
0.002,0.0006
