Position,Power
0.62,0.0007
1.383,0.0008
2.344,0.0009
4.307,0.0012
5.914,0.002
8.4693,0.0027
10.056,0.0035
11.7444,0.0039
14.227,0.0049
15.934,0.006
17.471,0.0072
20.2137,0.0085
21.8546,0.0098
24.2207,0.0113
25.8376,0.0128
27.593,0.0144
30.22,0.016
31.857,0.0177
33.5224,0.0194
36.2047,0.0212
37.719,0.023
39.4094,0.0248
41.8396,0.0266
43.519,0.0285
45.956,0.0303
47.5844,0.032
50.0974,0.0338
51.844,0.0355
53.481,0.0372
55.099,0.0388
57.729,0.0404
59.4647,0.0418
60.997,0.0433
63.6155,0.0446
65.424,0.0458
66.9594,0.047
68.634,0.0475
70.3386,0.0485
72.948,0.0494
74.619,0.0502
76.2606,0.0509
78.879,0.0515
80.5864,0.0519
82.2044,0.0522
83.8875,0.0524
85.5826,0.0524
88.2857,0.0524
90.005,0.0521
91.7557,0.0518
94.3535,0.0514
96.0825,0.0508
97.8235,0.0501
100.326,0.0493
101.9487,0.0484
104.5226,0.0474
106.1875,0.0468
107.8264,0.0457
109.469,0.0444
112.054,0.043
113.6874,0.0416
115.448,0.0401
117.946,0.0385
118.7654,0.0369
121.443,0.0352
122.989,0.0343
124.6717,0.0317
127.2477,0.0299
128.865,0.0289
131.431,0.0271
133.038,0.0244
134.66,0.0235
136.4254,0.0217
139.021,0.0199
140.6653,0.0181
142.297,0.0164
143.8237,0.0156
145.425,0.0139
148.2006,0.0123
149.1424,0.0108
151.5376,0.0094
153.923,0.0081
155.797,0.0068
157.43,0.0057
159.816,0.0046
161.659,0.0037
163.333,0.0028
164.959,0.0021
167.607,0.0015
169.1675,0.001
171.6607,0.0006
173.339,0.0004
175.014,0.0003
177.6357,0.0003
179.2887,0.0004
180.9723,0.0006
182.637,0.0009
184.279,0.0014
185.985,0.002
188.4357,0.0027
190.043,0.0035
192.432,0.0044
194.0565,0.0055
195.627,0.0066
198.092,0.0078
199.719,0.0085
201.45,0.0099
204.1615,0.0113
205.949,0.0129
207.8877,0.0144
209.594,0.0161
212.2047,0.0178
213.934,0.0195
216.4586,0.0213
218.127,0.0231
219.888,0.0249
222.2274,0.0277
223.866,0.0286
225.5447,0.0304
227.265,0.0322
229.646,0.0339
232.118,0.0357
233.756,0.0373
236.225,0.039
237.995,0.0405
239.74,0.042
242.151,0.0435
243.759,0.0448
245.3963,0.046
247.055,0.0472
249.87,0.0482
251.71,0.0491
253.4546,0.05
255.1747,0.0507
257.625,0.0513
259.254,0.0518
261.757,0.0521
263.3793,0.0523
265.1213,0.0524
266.7685,0.0524
268.4376,0.0523
270.951,0.0521
272.498,0.0518
275.0154,0.0513
276.6396,0.0507
278.317,0.05
280.017,0.0492
282.4845,0.0488
284.169,0.0473
285.791,0.0467
288.2397,0.0449
289.9176,0.0442
292.349,0.0422
294.0194,0.0407
295.6447,0.0391
297.4274,0.0375
300.0997,0.0359
301.742,0.035
304.263,0.0324
305.865,0.0315
307.6194,0.0298
310.235,0.027
311.869,0.0261
313.609,0.0243
316.2507,0.0225
318.093,0.0208
319.7466,0.019
321.4824,0.0173
323.8943,0.0156
325.515,0.014
327.148,0.0124
329.898,0.0109
331.567,0.0095
334.08,0.0081
335.9486,0.0069
337.5984,0.0057
339.2247,0.0047
341.958,0.0037
343.5714,0.0029
345.194,0.0021
346.975,0.0015
349.6517,0.001
351.2285,0.0007
353.702,0.0004
355.321,0.0003
356.8494,0.0003
358.0126,0.0004
359.2436,0.0005
359.72,0.0005
0.0016,0.0006
0.0016,0.0006
