Position,Power
0.4777,0.0007
1.4565,0.0007
2.4004,0.0009
3.611,0.0012
5.8594,0.0016
7.532,0.0023
9.9685,0.003
11.592,0.0039
13.333,0.0049
15.8816,0.0059
17.5455,0.0071
19.2385,0.0084
21.666,0.0097
23.228,0.0112
25.6324,0.0127
27.2514,0.0143
28.9043,0.0159
31.561,0.0176
33.2807,0.0193
35.7535,0.0211
37.572,0.0229
39.2865,0.0247
40.9404,0.0265
43.668,0.0283
45.4496,0.0301
47.328,0.0319
48.961,0.0337
51.592,0.0354
53.369,0.0371
55.022,0.0387
56.9523,0.0403
58.7073,0.0417
61.176,0.0432
62.824,0.0445
65.3075,0.0457
67.1224,0.0469
68.849,0.048
70.626,0.0489
73.073,0.0498
75.5396,0.0505
77.189,0.0512
79.0674,0.0514
80.7557,0.0519
82.455,0.0522
84.2,0.0524
86.8073,0.0524
88.4097,0.0524
90.057,0.0522
92.5766,0.0518
94.317,0.0516
96.097,0.0511
97.855,0.0505
99.452,0.0498
101.1913,0.0489
103.9,0.048
105.543,0.0469
107.171,0.0458
109.889,0.0445
111.548,0.0431
113.1753,0.0417
115.572,0.0402
117.281,0.0386
118.9357,0.037
121.438,0.0353
123.8085,0.0336
125.5906,0.0318
127.2373,0.03
129.7914,0.0281
131.4094,0.0263
133.038,0.0245
135.6394,0.0227
137.291,0.0209
139.058,0.0191
140.676,0.0174
142.4214,0.0165
145.021,0.0149
146.691,0.0132
149.1315,0.0117
150.791,0.0102
152.4034,0.0088
154.057,0.0075
156.54,0.0063
158.3113,0.0052
159.908,0.0042
161.546,0.0033
163.4133,0.0025
166.0107,0.0018
167.668,0.0012
169.4707,0.001
171.375,0.0005
173.908,0.0004
175.583,0.0003
178.133,0.0003
179.8315,0.0005
181.577,0.0007
184.0807,0.0011
185.77,0.0019
188.264,0.0023
189.1535,0.003
191.8717,0.0039
193.495,0.0049
196.0136,0.0059
197.6515,0.0078
199.401,0.0084
202.023,0.0098
203.637,0.0112
205.264,0.0128
207.7466,0.0143
209.533,0.016
211.176,0.0176
212.836,0.0194
214.6364,0.0212
217.2166,0.023
218.899,0.0239
220.55,0.0257
222.3003,0.0275
223.979,0.0293
226.4865,0.0311
228.0837,0.0329
229.809,0.0347
232.4314,0.0364
234.8417,0.038
236.613,0.0397
238.323,0.0412
239.936,0.0427
242.4536,0.044
244.169,0.0453
245.7094,0.0465
248.3005,0.0476
250.0763,0.0486
252.615,0.0495
254.3,0.0503
255.9274,0.0506
257.59,0.0515
260.247,0.0519
261.887,0.0522
264.358,0.0524
265.986,0.0524
267.6853,0.0524
270.276,0.0521
271.879,0.0518
274.253,0.0514
275.876,0.0508
278.3186,0.0501
279.992,0.0493
281.6213,0.0484
284.482,0.0473
286.104,0.0462
287.809,0.045
289.493,0.0437
292.1347,0.043
293.8595,0.0415
295.386,0.04
297.141,0.0384
299.8393,0.0368
301.457,0.0351
303.059,0.0334
305.7154,0.0317
307.359,0.0299
309.8354,0.0281
311.4805,0.0263
313.9674,0.0245
315.5245,0.0227
317.137,0.0209
319.727,0.0191
321.426,0.0174
323.1707,0.0157
324.8507,0.0141
327.559,0.0125
329.233,0.011
331.6905,0.0096
333.4867,0.0082
335.212,0.007
337.065,0.0058
339.63,0.0047
341.3137,0.0038
342.942,0.0029
344.4726,0.0025
346.1635,0.0018
348.768,0.0013
350.416,0.0008
352.013,0.0005
354.436,0.0003
355.981,0.0003
357.2364,0.0003
358.8315,0.0004
359.461,0.0005
359.849,0.0006
0.002,0.0006
