Theta,Power
theta,W
-,Q-plate_0V
0.5683,0.0142
1.144,0.0142
2.536,0.0142
3.7413,0.0143
6.1584,0.0143
7.789,0.0144
10.3024,0.0144
11.921,0.0145
13.6255,0.0146
16.163,0.0147
17.88,0.0148
19.502,0.015
21.9947,0.0151
23.612,0.0152
26.039,0.0154
27.6963,0.0156
29.5545,0.0157
32.034,0.0159
33.7167,0.0161
35.3243,0.0163
37.193,0.0165
39.676,0.0167
41.422,0.0169
43.204,0.0171
45.675,0.0173
47.299,0.0173
49.8067,0.0175
51.557,0.0177
53.165,0.0179
55.658,0.0181
57.353,0.0183
59.728,0.0185
61.411,0.0186
63.142,0.0188
65.696,0.0189
67.3495,0.0191
69.7917,0.0192
71.5123,0.0193
73.2267,0.0195
74.931,0.0196
77.2717,0.0196
78.898,0.0197
81.4115,0.0198
82.964,0.0199
84.678,0.0199
87.1355,0.0199
88.762,0.0199
91.2155,0.0199
92.91,0.0199
95.4803,0.0199
97.1895,0.0198
98.812,0.0197
101.264,0.0197
102.922,0.0196
104.6435,0.0195
107.2643,0.0194
108.8865,0.0192
110.534,0.0191
112.8997,0.0189
114.517,0.0188
116.964,0.0186
118.618,0.0185
121.091,0.0183
122.744,0.0181
124.407,0.0179
126.958,0.0177
128.662,0.0175
130.381,0.0173
132.8597,0.0171
134.487,0.017
136.9594,0.0168
138.648,0.0166
140.261,0.0164
142.7433,0.0162
144.378,0.016
146.87,0.0158
148.6064,0.0157
150.366,0.0156
152.845,0.0154
154.564,0.0153
156.2583,0.0151
158.717,0.015
160.354,0.0149
162.054,0.0147
164.486,0.0146
166.186,0.0145
168.5867,0.0145
170.291,0.0144
171.975,0.0143
174.442,0.0143
176.111,0.0143
177.748,0.0142
180.309,0.0143
181.972,0.0143
184.4495,0.0143
185.981,0.0143
187.675,0.0143
190.137,0.0144
191.8514,0.0145
194.335,0.0146
195.9725,0.0147
197.688,0.0148
200.1754,0.0149
201.918,0.015
203.656,0.0152
206.139,0.0153
207.7315,0.0155
210.1475,0.0156
211.857,0.0158
213.4747,0.016
215.9684,0.0162
217.5953,0.0163
219.295,0.0165
221.825,0.0167
223.535,0.0169
225.229,0.0171
227.844,0.0173
229.4563,0.0175
232.0006,0.0177
233.651,0.0178
235.451,0.018
237.96,0.0182
239.583,0.0184
241.2106,0.0185
243.575,0.0187
245.956,0.0188
247.6915,0.019
249.3913,0.019
250.9567,0.0191
253.4306,0.0193
255.8066,0.0193
257.5246,0.0194
259.169,0.0195
261.6467,0.0196
263.3095,0.0196
265.0244,0.0197
267.47,0.0197
269.1257,0.0197
271.603,0.0197
273.3275,0.0197
274.9294,0.0197
277.4033,0.0196
279.072,0.0196
281.4515,0.0195
283.0585,0.0194
284.7745,0.0193
287.3385,0.0192
288.967,0.0191
291.5476,0.019
293.2615,0.0188
295.0024,0.0187
296.611,0.0185
299.072,0.0184
300.7097,0.0182
303.305,0.018
304.9334,0.0179
306.5614,0.0177
309.039,0.0175
310.734,0.0173
312.449,0.0171
314.956,0.0169
316.585,0.0167
319.138,0.0165
320.802,0.0163
322.4294,0.0162
324.9033,0.016
326.4286,0.0158
328.931,0.0156
330.6664,0.0155
333.0423,0.0153
334.6656,0.0152
336.2924,0.015
338.756,0.0149
340.3927,0.0148
342.907,0.0147
344.618,0.0146
346.417,0.0145
348.139,0.0144
350.682,0.0144
352.413,0.0143
354.8193,0.0143
356.325,0.0142
357.527,0.0142
358.917,0.0142
359.518,0.0142
359.885,0.0142
0.0193,0.0142
